Unnamed: 0,country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
4332,India,p1,Monthly,Offline,N,Low,N,N,4,2.0,8.94,69.5854924823348,63.71,2020Q3
8671,USA,p1,Monthly,Digital,Y,Low,Y,Y,5,4.511298688097947,60.86297144166506,77.83770287922934,73.30235284469298,2018Q4
2527,Japan,p2,Monthly,Offline,N,Medium,N,N,0,6.0,36.0,84.01341676023439,82.8,2020Q2
9251,USA,p2,Monthly,Digital,Y,High,N,Y,4,5.004841939622618,28.463318910093328,72.35822258822157,77.34487622810934,2019Q2
938,USA,p1,Monthly,Offline,N,Medium,N,N,2,5.0,29.99,70.85321540232408,68.11,2020Q1
3374,Japan,p1,Monthly,Offline,N,High,N,Y,5,6.0,19.97,85.38941636538041,82.02,2020Q3
6603,India,p1,Annual,Offline,Y,Low,Y,Y,4,3.012184239486971,15.760506402190988,74.6831135645128,74.37505280356424,2018Q4
8422,USA,p1,Annual,Digital,Y,Low,N,Y,1,5.007687633791034,12.372128222395082,79.7772261401165,77.83298894267213,2019Q3
4136,India,p1,Monthly,Offline,Y,High,N,N,4,4.0,13.06,69.61527563699451,68.01,2020Q3
5402,India,p1,Annual,Offline,N,High,Y,Y,5,4.0,10.2805,68.04687523775091,68.91,2019Q4
9077,USA,p2,Annual,Offline,N,Low,Y,N,4,5.496419178348443,35.91869440418704,84.35554111464795,87.13448957507822,2019Q1
1718,India,p1,Monthly,Digital,Y,Medium,N,Y,0,5.0,9.53,70.18350392424979,65.46,2020Q2
5104,India,p1,Annual,Digital,Y,Low,N,Y,5,4.0,10.64,62.59722619217239,63.85,2019Q4
3923,India,p2,Annual,Digital,N,Low,Y,Y,5,4.0,14.8207,73.64100780909443,71.88000000000001,2020Q3
5835,Japan,p2,Monthly,Offline,Y,High,N,N,3,5.0,52.31,87.87490776995332,87.84,2019Q4
5881,USA,p2,Annual,Offline,Y,Low,N,N,5,7.0,88.24999999999999,82.76418238778231,81.12,2019Q4
937,Japan,p2,Annual,Offline,N,Medium,N,N,2,7.0,29.99,89.28186017929012,88.2,2020Q1
8039,Japan,p2,Annual,Offline,Y,Medium,N,Y,5,6.003757828571976,37.47805328670524,90.03384224026348,89.01811629167233,2018Q4
1789,India,p2,Monthly,Offline,N,High,N,Y,5,5.0,18.0,75.16329549578897,72.99,2020Q2
2446,USA,p1,Annual,Digital,Y,Medium,N,N,4,3.0,53.84,81.05263972163519,75.14,2020Q2
4151,India,p2,Monthly,Digital,Y,High,N,N,4,6.0,11.81,71.23815175764058,71.74000000000001,2020Q3
5688,Japan,p1,Annual,Offline,N,Medium,N,N,3,4.0,12.04,83.08504804181759,82.82000000000001,2019Q4
1506,India,p1,Annual,Offline,N,Low,Y,N,5,6.0,5.690500000000001,75.06519798010235,71.51549999999999,2020Q1
86,India,p1,Annual,Offline,N,Medium,N,Y,4,4.0,5.99,73.56449125587224,69.0,2020Q1
3120,USA,p1,Annual,Offline,N,Low,Y,N,3,3.0,23.6505,75.96775763636,77.265,2020Q2
6738,India,p1,Monthly,Digital,Y,Low,N,Y,2,4.015846799916766,20.876555888180352,71.04790915248577,70.99566079212555,2019Q2
7260,India,p2,Monthly,Digital,Y,High,N,Y,2,5.012405928620392,53.12998557271993,89.89106920968943,78.12354004165388,2019Q3
4621,USA,p2,Monthly,Digital,N,High,Y,N,4,5.0,45.520700000000005,74.55663087997672,77.2307,2020Q3
8304,Japan,p2,Monthly,Offline,N,Medium,N,N,3,5.009274783291442,21.948453066783387,83.63548840900131,87.61891515150043,2019Q1
6472,India,p1,Annual,Digital,Y,Low,Y,Y,5,4.000762937106863,6.376193629590204,66.74912158266551,63.97665161408263,2019Q2
3135,India,p2,Monthly,Digital,N,Low,Y,N,4,3.0,16.270599999999998,68.37380336748258,68.68140000000001,2020Q2
5140,Japan,p1,Monthly,Digital,N,Low,N,Y,5,5.0,15.94,79.52250467961835,79.55000000000001,2019Q4
8238,Japan,p2,Monthly,Digital,Y,Low,N,N,1,5.013825058353352,23.419681709002127,75.20917046561696,86.650207539759,2019Q1
7569,Japan,p1,Bi-annual,Digital,N,Low,N,Y,4,6.0025250579917815,33.67489795258916,84.41774177702774,79.5043482101647,2018Q4
5865,Japan,p2,Bi-annual,Offline,N,High,N,N,1,8.0,30.33,80.82771395661399,86.33,2019Q4
6061,USA,p2,Monthly,Digital,Y,Medium,Y,N,5,5.0,106.0105,70.86782577123068,75.81299999999999,2019Q4
7688,Japan,p1,Bi-annual,Offline,Y,High,N,Y,1,7.03291891195474,27.92474818134648,86.19464760811738,87.42802928731108,2019Q1
5687,India,p2,Annual,Offline,N,Medium,N,N,1,5.0,11.82,75.00095187868418,71.77,2019Q4
8642,USA,p1,Monthly,Digital,Y,Low,N,N,1,2.9832364512705274,66.64913768221575,70.84945172964363,67.89073240194948,2019Q2
4734,India,p1,Monthly,Digital,Y,Low,Y,N,1,4.0,11.0555,65.75080160901774,64.68700000000001,2020Q3
2614,USA,p1,Annual,Digital,Y,High,N,N,3,4.0,57.35,74.41491228279297,72.61,2020Q2
4519,India,p2,Monthly,Offline,N,Medium,Y,N,3,6.0,19.3506,70.47060138478575,69.7566,2020Q3
3924,USA,p1,Monthly,Digital,N,Low,Y,Y,3,5.0,27.1706,72.59808912138875,73.63,2020Q3
315,USA,p2,Monthly,Offline,N,High,N,Y,1,5.0,47.99,78.18623857759859,77.5,2020Q1
3356,USA,p1,Monthly,Digital,Y,High,N,Y,5,6.0,63.69,74.34424873759289,74.3,2020Q3
7739,Japan,p1,Monthly,Digital,N,Low,N,N,3,4.004303537522854,30.91038722634785,65.8002179171056,65.41661797431408,2019Q2
1072,USA,p1,Annual,Offline,Y,High,N,N,2,3.0,54.99,77.44770365669818,76.44,2020Q1
1145,India,p2,Annual,Digital,Y,Low,N,N,5,4.0,9.9,71.43844906858347,69.58,2020Q1
1405,USA,p2,Monthly,Digital,Y,High,Y,N,5,5.0,97.191,81.06061217892541,83.545,2020Q1
5253,Japan,p2,Monthly,Digital,N,Low,N,Y,1,5.0,37.150000000000006,88.17358730146378,82.09,2019Q4
4839,India,p2,Annual,Offline,N,Medium,N,Y,3,5.0,17.61,61.143615571239984,69.38,2019Q4
7912,Japan,p2,Annual,Digital,Y,High,N,N,4,5.976682795270746,97.27912684021464,79.74737506837941,83.72271611008843,2019Q1
1657,India,p2,Annual,Digital,Y,Medium,N,Y,3,3.0,11.2,73.11557206264092,70.7,2020Q2
6288,USA,p1,Annual,Offline,N,Low,Y,N,2,5.0,24.0105,79.78909881020161,76.905,2019Q4
58,India,p1,Annual,Offline,Y,Medium,N,Y,4,4.0,9.49,73.98928605615649,71.5,2020Q1
19,Japan,p2,Annual,Digital,Y,Medium,N,Y,5,5.0,41.99,85.48942631022764,91.0,2020Q1
2136,USA,p1,Annual,Offline,N,Medium,Y,Y,3,6.0,23.6706,78.06141623335182,79.85,2020Q2
1990,USA,p1,Annual,Digital,Y,Low,N,Y,4,5.0,52.8,76.96994543928606,77.19,2020Q2
6848,India,p1,Monthly,Offline,N,Medium,Y,N,1,5.01004558592532,7.678889008494153,74.87465721854171,73.34354516056665,2019Q1
6285,USA,p2,Monthly,Digital,Y,Low,Y,N,3,4.0,104.4407,75.66097850902668,74.635,2019Q4
2931,India,p2,Annual,Offline,N,Medium,Y,N,5,5.0,12.4807,77.37930895815988,76.95920000000001,2020Q2
4655,India,p2,Monthly,Digital,N,High,Y,N,1,3.0,16.7307,71.5358010509719,70.78049999999999,2020Q3
2817,USA,p2,Monthly,Digital,N,Low,N,N,3,3.0,49.760000000000005,69.93724945118674,70.015,2020Q2
1581,USA,p2,Monthly,Digital,N,Low,Y,N,2,5.0,45.110600000000005,79.16791016907199,74.7936,2020Q1
7742,Japan,p1,Monthly,Digital,N,Low,N,Y,1,5.007378275326576,24.40054626841108,79.54185825860122,74.35076673398314,2018Q4
8803,USA,p1,Monthly,Offline,Y,Low,N,N,4,6.03506903754677,52.06916853214581,74.53238545739728,79.89656647132644,2019Q1
9050,USA,p2,Annual,Offline,N,High,Y,N,2,3.995865556766441,38.87150504628821,77.54093529520692,82.59285123856621,2019Q1
8963,USA,p2,Annual,Digital,Y,High,Y,N,3,4.5030586631616965,64.8777087046915,84.96887090166535,80.88262646510151,2019Q3
308,USA,p1,Annual,Offline,N,High,N,Y,2,7.0,24.99,77.592496466245,75.0,2020Q1
1424,USA,p1,Annual,Offline,Y,High,Y,N,3,5.0,51.6906,78.08150283124277,81.02640000000001,2020Q1
8234,Japan,p2,Monthly,Digital,Y,High,Y,N,5,6.0252834414843,13.97132259335608,85.23276493119032,88.43985063113601,2019Q2
4640,USA,p1,Annual,Offline,N,High,Y,N,1,4.0,26.0205,84.48595529058856,74.895,2020Q3
5296,USA,p1,Annual,Digital,Y,Medium,Y,Y,3,6.0,50.40050000000001,84.28974262698634,81.11500000000001,2019Q4
6479,India,p1,Annual,Digital,Y,Medium,N,Y,1,3.996617881645568,3.977523009184906,66.23467788305223,66.99155038732145,2019Q1
4216,Japan,p1,Annual,Offline,N,High,N,N,4,5.0,14.82,92.76098404061322,83.96000000000001,2020Q3
4024,India,p1,Monthly,Offline,Y,Medium,N,N,3,4.0,11.3,71.50486009831172,68.3,2020Q3
525,USA,p2,Monthly,Offline,N,Medium,Y,Y,4,7.0,44.6307,77.02828013477037,82.39,2020Q1
1793,Japan,p2,Bi-annual,Offline,N,High,N,Y,5,7.0,25.95,92.33407103477349,94.54,2020Q2
8749,USA,p1,Monthly,Offline,N,Low,Y,Y,5,4.356829262616309,31.32801591576625,79.79656763140375,76.46586743813015,2018Q4
4249,India,p2,Monthly,Offline,Y,High,N,N,0,4.0,13.67,78.0521899208652,70.86,2020Q3
8208,Japan,p2,Monthly,Digital,N,Low,N,N,4,5.009136481876849,21.440553949703315,77.37237458707844,85.57522457467428,2019Q1
3507,India,p2,Annual,Offline,Y,Low,N,Y,5,4.0,12.22,67.7300826482219,72.93,2020Q3
6801,India,p1,Monthly,Offline,N,High,N,Y,1,4.005521758753347,15.377316953187757,66.84650902244654,65.49517988654115,2019Q3
2288,USA,p1,Annual,Digital,Y,Low,Y,Y,5,6.0,52.2205,80.64880314122004,79.295,2020Q2
1912,USA,p1,Monthly,Digital,N,High,N,Y,2,3.0,30.67,68.54592423158941,66.32,2020Q2
4067,India,p2,Monthly,Digital,N,Medium,N,N,3,5.0,17.869999999999997,68.1816383434624,65.29,2020Q3
2861,India,p2,Monthly,Offline,N,Low,N,N,0,2.0,17.06,71.40992024843877,67.57000000000001,2020Q2
6900,India,p1,Monthly,Offline,Y,Low,Y,N,3,4.683304882027294,9.136595158168644,70.13195584796789,67.82833907013976,2019Q1
7126,India,p2,Annual,Offline,N,Medium,N,N,5,5.004652122583315,8.198901733101815,67.51932063913497,65.767434425714,2019Q2
4219,USA,p2,Monthly,Offline,N,High,N,N,3,5.0,49.77,78.42529778852142,75.64,2020Q3
3568,India,p1,Monthly,Offline,Y,Low,N,Y,3,3.0,9.91,74.40417118310268,70.58,2020Q3
5581,India,p2,Monthly,Offline,N,Medium,N,N,4,4.0,16.319999999999997,72.6952036297198,71.25,2019Q4
8233,Japan,p2,Monthly,Digital,Y,High,Y,N,3,5.004409246118449,39.53337538256129,89.53152457864005,86.97311902536227,2019Q2
1019,India,p2,Annual,Offline,Y,High,N,N,3,4.0,9.9,77.62568988793788,75.46,2020Q1
8159,Japan,p2,Bi-annual,Offline,Y,High,N,N,3,3.9924936379313687,43.44537165554639,94.8325862376158,84.58430727352085,2019Q2
7749,Japan,p1,Monthly,Digital,Y,High,N,N,1,4.0065030087905456,11.772175724519396,67.0469090400659,68.29366223591921,2019Q1
5990,Japan,p1,Bi-annual,Digital,N,Low,N,N,2,6.0,16.59,84.26398320736217,82.16000000000001,2019Q4
6902,India,p1,Monthly,Offline,Y,Low,Y,N,4,4.01691060394525,7.90183351413583,73.18454853036756,65.95673911091689,2019Q1
426,USA,p1,Monthly,Offline,N,Low,N,Y,4,2.0,29.99,68.51657977039642,69.5,2020Q1
5511,India,p2,Monthly,Digital,N,Low,Y,Y,3,4.0,18.4906,69.00800401083023,67.85000000000001,2019Q4
1029,Japan,p2,Bi-annual,Offline,Y,High,N,N,3,6.0,37.99,86.74214485094538,91.14,2020Q1
3438,Japan,p1,Annual,Digital,N,High,N,Y,4,6.0,17.77,82.77386755606574,82.22,2020Q3
8306,Japan,p2,Monthly,Offline,N,Medium,N,Y,2,6.945543348210188,39.43554308625051,85.35874321522117,91.54712362138405,2018Q4
238,USA,p1,Annual,Digital,Y,High,N,Y,3,6.0,54.99,75.34889609115096,76.5,2020Q1
6340,India,p1,Annual,Digital,N,High,N,N,5,5.993920415267953,11.523581821600388,75.31449271312376,76.80487036586537,2019Q3
8343,Japan,p2,Monthly,Offline,Y,Medium,N,N,3,4.990249718195665,40.82467323630294,85.45272636131878,87.30388755225641,2019Q1
1540,USA,p1,Monthly,Offline,N,Low,Y,N,3,5.0,27.890699999999995,74.1160639882618,72.87769999999999,2020Q1
3271,Japan,p2,Annual,Digital,N,Medium,N,Y,4,7.0,29.78,88.53393072947898,88.21,2020Q3
286,USA,p1,Monthly,Offline,Y,High,N,Y,2,5.0,65.99,73.8583158034909,73.0,2020Q1
6910,India,p1,Monthly,Offline,Y,Low,Y,Y,3,2.025254106880197,8.014178775969983,74.57113667839637,70.75970133015173,2019Q3
4802,India,p1,Monthly,Digital,N,Medium,N,Y,5,3.0,8.629999999999999,66.42577317456168,61.36000000000001,2019Q4
7124,India,p2,Annual,Offline,N,Medium,N,N,4,3.99286374371403,8.122960595811007,73.43861921784288,71.4479801243198,2019Q2
7851,Japan,p1,Monthly,Offline,Y,Medium,N,N,3,4.993396119736199,18.032655611052704,73.42587061558692,68.51269896631032,2019Q2
7753,Japan,p1,Monthly,Digital,Y,High,N,N,5,4.006550211439759,13.787040879685978,78.52405636250356,66.19672758463649,2019Q3
7177,India,p2,Annual,Offline,Y,Medium,N,Y,1,5.997064735752595,14.279264480902508,66.61776045035154,64.46619482786372,2019Q3
8397,USA,p1,Annual,Digital,N,Medium,Y,N,4,5.682581323153848,50.15518289523113,71.59547626246645,76.21425975307835,2018Q4
6112,USA,p1,Annual,Offline,Y,Medium,Y,N,3,4.0,50.080700000000014,83.38635754289314,79.705,2019Q4
5641,Japan,p2,Bi-annual,Offline,N,Medium,N,N,3,6.0,27.15,86.6589958497254,89.51,2019Q4
7204,India,p2,Monthly,Digital,N,High,Y,N,5,4.01758532280991,48.89939314824272,77.99406592415782,72.45070216658979,2018Q4
4861,Japan,p2,Monthly,Digital,N,Medium,N,Y,3,5.0,39.49,77.1085734873272,81.0,2019Q4
3675,India,p2,Annual,Offline,Y,Medium,Y,Y,1,6.0,6.635,86.08064700122074,82.57,2020Q3
2202,India,p1,Annual,Offline,N,High,Y,Y,5,6.0,6.5107,76.2086008705344,77.17,2020Q2
3895,India,p2,Monthly,Digital,N,Low,Y,Y,5,5.0,17.5905,75.52244557869314,69.5875,2020Q3
2545,USA,p2,Annual,Offline,Y,High,N,N,5,6.0,87.03,84.89744382926636,85.27999999999999,2020Q2
3905,USA,p2,Annual,Digital,Y,Low,Y,Y,5,6.0,85.95049999999999,80.64965154667058,81.44000000000001,2020Q3
4633,USA,p2,Annual,Digital,Y,High,Y,N,0,5.0,81.141,82.46734374485911,83.395,2020Q3
7675,Japan,p1,Bi-annual,Offline,N,Medium,N,Y,2,6.0137391289359305,21.18343736414741,81.71927318991243,71.76312019072687,2019Q1
3805,USA,p2,Monthly,Offline,Y,High,Y,Y,5,5.0,104.3705,77.58326841083677,80.12,2020Q3
9175,USA,p2,Annual,Offline,Y,Medium,N,N,3,4.012100610373826,53.42018740698617,83.43557330364575,81.19028031615623,2019Q2
6388,India,p1,Annual,Digital,N,Low,Y,Y,5,4.00434680777874,6.392718920396732,72.95101555194955,65.40559907121897,2019Q1
2466,USA,p1,Monthly,Offline,N,Medium,N,N,3,6.0,28.3,73.37996027700474,70.28999999999999,2020Q2
5579,USA,p2,Monthly,Offline,N,Medium,N,N,3,5.0,47.67,77.84151302855452,75.77999999999999,2019Q4
6016,Japan,p1,Monthly,Digital,Y,Low,N,N,2,5.0,31.53,74.0584809518607,71.42999999999999,2019Q4
4916,Japan,p1,Monthly,Digital,N,Medium,N,Y,2,4.0,16.85,77.18543193232013,76.64,2019Q4
596,USA,p1,Monthly,Digital,N,Medium,Y,Y,1,3.0,28.1906,70.93060126249354,69.96,2020Q1
3180,Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,4,5.0,18.009999999999998,86.53217034082138,91.98,2020Q3
4094,India,p1,Monthly,Digital,Y,Medium,N,N,1,3.0,11.08,68.41237933909349,62.63999999999999,2020Q3
2386,Japan,p1,Monthly,Offline,Y,Medium,N,N,5,7.0,28.51,78.91085560940526,81.8,2020Q2
2677,USA,p2,Monthly,Digital,Y,High,N,N,2,5.0,108.21,74.29364730005487,74.26,2020Q2
5015,Japan,p2,Monthly,Offline,N,High,N,Y,3,5.0,35.24,92.27218525820108,89.25,2019Q4
4143,USA,p2,Annual,Digital,Y,High,N,N,5,5.0,87.53999999999999,82.73817785557264,81.34,2020Q3
1802,India,p1,Monthly,Digital,N,High,N,Y,5,3.0,6.18,68.7321195254547,64.81,2020Q2
9024,USA,p2,Annual,Digital,Y,Medium,Y,N,4,6.900698308786532,76.36816488873674,79.13755554914603,86.49742972523559,2019Q2
5174,India,p1,Annual,Offline,N,Low,N,Y,3,5.0,7.41,69.97619459638905,67.08000000000001,2019Q4
497,USA,p2,Monthly,Digital,N,Low,N,Y,2,5.0,47.99,72.89610100946435,72.0,2020Q1
3640,Japan,p1,Monthly,Digital,Y,Low,N,Y,1,3.0,30.22,81.14279426896638,74.27,2020Q3
2954,India,p1,Annual,Digital,Y,Medium,Y,N,4,4.0,8.5157,66.66344754549479,64.27459999999999,2020Q2
7454,Japan,p1,Annual,Digital,N,Low,N,Y,4,2.9885769056781784,11.30241126297207,82.75403573970394,76.88549612176095,2019Q2
8933,USA,p2,Annual,Digital,N,Medium,Y,N,2,7.064778763894081,101.56749985451992,78.56818024318378,78.57843722480268,2019Q1
5872,USA,p1,Monthly,Digital,N,High,N,N,2,4.0,31.43,62.14856429556168,64.22,2019Q4
8524,USA,p1,Annual,Offline,Y,High,Y,N,4,5.0020831237186245,32.11501103307105,75.66593537130629,79.2955924974143,2019Q3
3118,India,p1,Monthly,Digital,Y,Low,Y,N,3,4.0,9.430599999999998,71.72402433181843,66.8144,2020Q2
5682,Japan,p1,Bi-annual,Digital,Y,Medium,N,N,1,6.0,18.32,91.36211598905405,90.87,2019Q4
3293,Japan,p2,Bi-annual,Offline,Y,Medium,N,Y,2,4.0,38.580000000000005,90.66196952339956,91.41,2020Q3
1234,India,p1,Monthly,Digital,N,Low,N,N,3,5.0,6.99,61.9734138722033,61.25,2020Q1
2917,USA,p2,Monthly,Offline,Y,Medium,Y,N,4,7.0,100.3207,85.04814996208324,81.3765,2020Q2
5976,Japan,p1,Bi-annual,Offline,N,Low,N,N,3,5.0,13.37,83.8031793964251,83.42,2019Q4
3955,India,p2,Annual,Digital,N,Low,Y,Y,2,3.0,11.4105,66.50417663643904,73.705,2020Q3
3691,India,p2,Annual,Offline,N,Medium,Y,Y,5,5.0,11.811,79.44986065862363,82.53,2020Q3
8253,Japan,p2,Monthly,Digital,Y,Low,N,Y,5,5.002861744521653,53.65891305759503,87.24272459308328,90.01448620349615,2019Q3
3437,India,p2,Annual,Digital,N,High,N,Y,5,4.0,16.96,68.81117694332264,69.03,2020Q3
9384,USA,p2,Monthly,Offline,Y,High,N,N,5,4.999460164968492,53.304789211513445,74.35151674831191,68.88783182262375,2019Q1
5298,India,p1,Annual,Digital,Y,Medium,Y,Y,2,5.0,9.6206,66.98947921643631,67.14,2019Q4
3512,India,p1,Monthly,Offline,Y,Low,N,Y,5,4.0,10.97,73.72655033012616,70.02,2020Q3
9325,USA,p2,Monthly,Digital,Y,Medium,Y,Y,1,3.02186998118716,52.24944932000813,76.6070302129605,76.57937426358001,2019Q3
4121,USA,p2,Monthly,Digital,N,Medium,N,N,1,4.0,45.67,72.27953803213113,73.86,2020Q3
8773,USA,p1,Monthly,Offline,N,Medium,Y,Y,4,3.998404788983612,64.0236832131229,78.8743895023385,75.40439341651506,2019Q2
8903,USA,p2,Annual,Digital,N,Low,N,Y,4,5.9935954466596,43.63247605584853,78.75029484276769,82.0568248638336,2018Q4
4284,India,p1,Annual,Digital,N,High,N,N,1,1.0,8.04,65.69297778270789,60.18,2020Q3
4220,India,p1,Monthly,Offline,N,High,N,N,3,4.0,5.5,77.13956917314866,69.12,2020Q3
173,Japan,p2,Annual,Offline,Y,High,N,Y,5,6.0,41.99,93.9930678391866,95.0,2020Q1
8479,USA,p1,Annual,Offline,N,Low,N,N,5,4.997079696484088,4.577244149208531,68.49688575467276,68.94244007126183,2018Q4
3699,India,p2,Annual,Digital,N,Medium,Y,Y,5,5.0,15.0807,71.64824585280175,73.76,2020Q3
1363,India,p2,Annual,Offline,Y,Medium,Y,N,3,4.0,9.207,76.2661213800988,78.645,2020Q1
711,India,p2,Monthly,Digital,Y,Low,Y,Y,5,5.0,12.0807,74.72410936790013,73.83,2020Q1
96,Japan,p1,Bi-annual,Offline,N,Medium,N,Y,3,6.0,13.49,85.78699772096647,85.5,2020Q1
8881,USA,p2,Annual,Digital,N,High,Y,N,3,5.001387790015811,40.30416759073318,86.36589719758815,81.10583112333298,2019Q1
4125,Japan,p2,Monthly,Digital,N,Medium,N,N,2,3.0,38.66,83.35248447152688,79.64999999999999,2020Q3
8163,Japan,p2,Bi-annual,Offline,Y,High,N,N,5,6.98400825692448,28.04492555813195,85.38930338766055,86.18780284308222,2019Q1
8638,USA,p1,Monthly,Digital,Y,High,Y,Y,5,3.49401016955852,62.63720152053938,73.90676925014428,74.25682066205849,2019Q2
5143,Japan,p2,Bi-annual,Digital,N,Low,N,Y,4,8.0,27.15,92.65384240618306,91.84,2019Q4
2998,India,p1,Monthly,Offline,N,High,Y,N,5,4.0,5.5,70.861777277022,76.2054,2020Q2
305,Japan,p2,Monthly,Digital,Y,High,N,Y,1,6.0,49.99,86.11659971486611,86.5,2020Q1
4161,Japan,p2,Annual,Offline,N,High,N,N,5,6.0,28.36,90.39115150403572,92.28,2020Q3
2254,India,p1,Monthly,Offline,Y,High,Y,Y,0,3.0,13.7155,59.727566193345965,67.55,2020Q2
6502,India,p1,Annual,Offline,N,High,N,N,5,4.001437996386706,12.347150192146197,73.39786373001768,74.66111408097656,2019Q1
2589,India,p2,Annual,Digital,N,High,N,N,5,5.0,17.0,67.73939077863609,67.08,2020Q2
7620,Japan,p1,Bi-annual,Digital,Y,Medium,N,N,5,6.9738011508466125,21.36968430320736,82.8926771115859,86.64218686762241,2018Q4
2147,India,p2,Annual,Digital,N,Medium,Y,Y,3,4.0,12.831,81.72397173235488,76.56,2020Q2
1293,Japan,p2,Monthly,Digital,N,Low,N,N,1,4.0,35.99,84.03788163352789,81.585,2020Q1
3358,India,p1,Monthly,Digital,Y,High,N,Y,5,5.0,9.06,72.3033045694169,68.43,2020Q3
4175,Japan,p2,Annual,Digital,N,High,N,N,5,8.0,29.19,89.38208844999617,89.0,2020Q3
1549,USA,p2,Monthly,Digital,N,Low,Y,N,4,3.0,45.5905,79.88935213434472,75.37424999999999,2020Q1
2342,India,p1,Monthly,Digital,N,Low,Y,Y,4,3.0,6.3207,73.45716881084246,67.055,2020Q2
8132,Japan,p2,Bi-annual,Offline,N,Low,N,N,1,4.986092085019278,43.76792736705006,81.6584923964083,88.61825595570144,2019Q3
7364,India,p2,Monthly,Offline,N,Low,Y,Y,2,5.002020166300532,14.70929566907982,73.88497978908718,71.95093902693513,2018Q4
3579,Japan,p2,Annual,Digital,Y,Low,N,Y,3,4.0,40.84,86.41841607834385,89.9,2020Q3
6021,USA,p2,Annual,Offline,N,Low,N,N,2,5.0,42.89000000000001,80.4016189265659,74.765,2019Q4
450,India,p1,Annual,Offline,Y,Low,N,Y,3,5.0,9.49,71.99266941980676,70.5,2020Q1
4592,USA,p1,Annual,Offline,Y,High,Y,N,2,5.0,51.4206,85.34155605668886,81.2964,2020Q3
1880,India,p1,Annual,Digital,Y,High,N,Y,1,5.0,8.31,62.14042758866363,63.18,2020Q2
6435,India,p1,Annual,Digital,Y,Low,N,N,2,3.5135098477144995,9.547953571163566,66.56451896285694,62.28034887705901,2019Q1
9123,USA,p2,Annual,Offline,Y,High,N,Y,2,5.979164752039131,85.04755368071962,74.5390431284395,76.32851313874129,2019Q1
7930,Japan,p2,Annual,Digital,Y,Low,N,Y,4,5.965618819966743,43.38218494577916,91.59546932013708,93.75378654623906,2019Q3
7349,India,p2,Monthly,Offline,N,Low,Y,N,0,3.9965934987535374,8.42114189890494,68.21017523030527,70.04745341945176,2019Q2
4356,Japan,p1,Annual,Offline,Y,Low,N,N,3,5.0,25.19,87.47740362210936,82.08,2020Q3
5469,USA,p2,Monthly,Offline,N,Low,Y,Y,5,6.0,50.7805,70.030491178485,74.60999999999999,2019Q4
2127,India,p2,Monthly,Offline,Y,Medium,Y,Y,3,4.0,14.411,80.43335805469468,77.58,2020Q2
7249,India,p2,Monthly,Digital,N,Medium,Y,Y,1,2.996558824990596,21.538149198352222,70.09081825268477,71.06742134713622,2018Q4
7971,Japan,p2,Annual,Offline,N,Low,N,N,1,5.00139586650831,28.94971083336604,83.77956266426978,85.40146682174544,2018Q4
9386,USA,p2,Monthly,Offline,Y,High,N,Y,2,3.99630993296688,51.54984752512169,84.79544119783647,81.77678110018604,2019Q3
8116,Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,4,5.0020723979245,9.85628759951624,89.09236216235232,93.11458333828988,2019Q3
7019,India,p2,Annual,Digital,N,Medium,Y,N,5,5.997382164159082,6.578946573080339,71.82339975465331,80.59033782791042,2019Q1
5392,USA,p1,Annual,Digital,Y,High,Y,Y,5,5.0,52.7805,83.38129278933452,79.785,2019Q4
6335,India,p2,Monthly,Digital,N,Low,Y,N,1,5.0,19.4407,63.67962005664491,65.9733,2019Q4
5515,India,p2,Annual,Offline,Y,Low,Y,Y,1,5.0,8.66,77.65972649564364,81.65,2019Q4
1050,USA,p1,Monthly,Offline,N,High,N,N,3,2.0,29.99,71.2383296672701,71.54,2020Q1
662,India,p1,Monthly,Digital,N,High,Y,Y,3,3.0,6.570600000000001,69.81877210271723,67.84,2020Q1
5660,Japan,p1,Annual,Offline,Y,Medium,N,N,2,4.0,23.42,83.08717130066626,83.36000000000001,2019Q4
7384,India,p2,Monthly,Offline,N,Medium,Y,N,4,5.995299071812931,16.587870244698408,86.60197704935975,82.24083447451625,2019Q1
6150,India,p1,Monthly,Offline,Y,High,Y,N,5,4.0,14.530599999999998,68.71220960193072,70.02480000000001,2019Q4
3387,India,p2,Monthly,Digital,N,High,N,Y,5,5.0,15.4,76.97195753547146,70.59,2020Q3
3711,India,p2,Monthly,Offline,Y,Medium,Y,Y,3,5.0,11.101,83.22942853027152,80.89,2020Q3
3325,India,p2,Annual,Digital,N,Medium,N,Y,1,5.0,15.53,72.60290788897791,67.96,2020Q3
7596,Japan,p1,Bi-annual,Digital,Y,High,N,Y,5,5.996150661129026,25.7804120658438,78.49126946084105,85.38820763770711,2019Q1
149,India,p2,Monthly,Offline,N,Medium,N,Y,1,3.0,17.99,71.76451364893865,69.0,2020Q1
8418,USA,p1,Annual,Digital,Y,Low,N,N,1,3.005617105019309,32.35741426997479,67.59945231959342,68.96361459001018,2019Q2
4265,Japan,p2,Monthly,Digital,Y,High,N,N,1,6.0,49.48,82.5496102506625,85.28,2020Q3
