country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
India,p2,Annual,Digital,N,High,Y,N,5,6.0,14.2405,75.39104583,72.5445,2020Q1
Japan,p1,Monthly,Digital,Y,High,N,Y,5,5.0,25.59,83.44655382,86.4,2020Q2
USA,p2,Annual,Digital,Y,Low,Y,Y,5,4.007730777,67.90561865,81.83102934,79.81654947,2018Q4
India,p2,Annual,Offline,Y,Medium,Y,Y,4,4.0,11.207,80.19838083,78.25,2019Q4
USA,p1,Annual,Offline,N,Medium,N,Y,3,6.0,23.8,77.44486353,76.69,2020Q3
Japan,p2,Annual,Offline,N,Medium,N,N,2,7.0,29.99,89.28186018,88.2,2020Q1
Japan,p1,Bi-annual,Digital,N,Medium,N,Y,5,5.496864988,17.1701784,82.83372948,84.81189315,2019Q1
USA,p1,Annual,Digital,N,Low,Y,Y,1,2.0,23.7405,77.24694115,74.55,2020Q1
USA,p2,Annual,Offline,Y,High,Y,N,3,6.0,80.991,80.74708941,87.318,2020Q1
India,p2,Annual,Offline,N,High,N,Y,4,4.012743969,10.69602347,74.72547483,74.61188473,2019Q1
India,p2,Annual,Offline,N,High,N,N,1,3.0,14.99,71.81981216,70.56,2020Q1
Japan,p2,Bi-annual,Digital,N,Low,N,Y,2,5.007615575,21.84916739,93.89889554,84.01067564,2019Q1
Japan,p1,Bi-annual,Digital,Y,Medium,N,N,4,6.006805807,19.31761994,94.13506625,87.78479461,2019Q2
India,p1,Annual,Digital,Y,Low,Y,N,4,3.0,9.8257,67.34669555,65.5861,2020Q2
India,p2,Monthly,Digital,Y,Low,N,Y,1,4.010630797,10.00795022,67.24236337,67.81753466,2019Q2
USA,p1,Monthly,Offline,Y,Medium,N,N,5,5.0,67.75,66.81388008,69.78,2020Q3
India,p1,Monthly,Offline,Y,Medium,N,Y,3,3.998376736,58.92450623,63.88583953,64.42909774,2019Q3
India,p1,Monthly,Digital,N,High,N,Y,2,2.0,7.6,60.93670677,62.39,2020Q3
USA,p1,Annual,Digital,Y,Medium,Y,Y,3,6.0,51.6906,80.96138862,80.03,2020Q1
Japan,p1,Monthly,Offline,N,Medium,N,Y,1,6.0,20.99,80.06033551,79.5,2019Q4
USA,p2,Monthly,Digital,Y,Low,N,N,2,3.040103956,51.3364938,77.55230079,75.73453468,2019Q1
India,p1,Annual,Offline,N,Medium,Y,N,4,3.985115108,10.3426263,72.47486569,74.61954313,2019Q2
India,p1,Monthly,Offline,Y,Medium,N,N,4,4.001568624,10.99797143,64.72348457,61.48712344,2018Q4
India,p1,Monthly,Offline,Y,Low,N,N,5,4.0,15.05,65.63580325,64.55,2019Q4
Japan,p2,Bi-annual,Digital,N,Low,N,Y,5,5.985597687,35.58511964,88.1256906,91.41318392,2018Q4
USA,p2,Monthly,Digital,Y,Low,N,Y,5,5.0,107.99,76.22242906,76.25,2020Q1
India,p2,Annual,Offline,N,Medium,N,N,3,4.005068705,7.743055399,70.72845405,67.7030643,2019Q2
USA,p1,Annual,Offline,Y,Medium,N,Y,4,6.0,57.92,83.95376367,74.07,2020Q3
USA,p2,Monthly,Digital,Y,Medium,Y,Y,5,6.009068482,14.75431599,82.95529855,78.68163198,2019Q3
Japan,p1,Bi-annual,Offline,N,Medium,N,N,3,3.0,11.54,83.7691302,85.74,2020Q3
India,p2,Annual,Offline,Y,High,Y,N,3,5.0,11.037,80.29811038,78.9122,2019Q4
USA,p1,Annual,Offline,N,High,Y,Y,5,4.0,25.3506,75.52457776,80.82,2020Q2
USA,p2,Monthly,Offline,N,Medium,Y,Y,3,5.0,47.7405,78.50376798,78.7,2020Q2
India,p2,Monthly,Offline,N,High,N,N,1,4.00422863,21.84990345,68.48917742,70.85506919,2019Q1
India,p2,Annual,Digital,N,Low,N,N,2,3.0,14.99,64.60289237,66.15,2020Q1
USA,p1,Annual,Digital,N,Medium,Y,N,4,4.0,22.9407,75.3704841,76.8478,2019Q4
India,p1,Annual,Offline,N,Medium,Y,Y,4,5.0,7.7805,74.59862223,70.36,2019Q4
Japan,p1,Bi-annual,Digital,Y,Medium,N,Y,5,5.0,19.95,90.25392013,92.04,2020Q2
India,p2,Annual,Offline,N,Medium,N,N,5,4.0,14.99,72.41951956,72.03,2020Q1
India,p1,Annual,Digital,Y,Low,Y,N,1,5.0,9.0155,58.11038946,62.2545,2020Q1
USA,p2,Monthly,Offline,N,High,Y,N,1,5.0,43.3407,84.65364726,82.5565,2020Q3
USA,p1,Monthly,Offline,N,Low,Y,Y,4,3.0,25.3507,73.48816446,76.905,2019Q4
India,p1,Monthly,Digital,Y,Medium,N,Y,1,4.982979454,61.82787539,63.65273966,63.77953076,2019Q2
Japan,p2,Bi-annual,Digital,Y,High,N,N,4,7.0,37.99,95.0,94.57,2020Q1
Japan,p2,Annual,Digital,N,Low,N,Y,2,5.013561465,38.99724073,88.12071275,90.84561124,2019Q1
USA,p2,Annual,Offline,Y,Medium,Y,Y,2,5.0,86.0107,83.50917024,85.42,2020Q3
USA,p1,Monthly,Digital,N,Medium,Y,N,3,4.0,28.4905,71.01104489,71.001,2020Q1
USA,p2,Annual,Offline,N,Low,Y,Y,4,4.759635258,37.03120337,81.27027841,79.5230271,2019Q3
India,p1,Annual,Offline,N,Medium,N,N,2,2.0,9.86,66.94459557,63.75,2019Q4
India,p1,Monthly,Offline,Y,High,N,Y,4,4.0,12.99,73.84107415,69.5,2020Q3
USA,p2,Monthly,Digital,N,High,Y,N,2,3.0,47.1307,73.69636344,75.6207,2020Q2
Japan,p2,Annual,Offline,Y,Low,Y,N,4,5.999151719,17.64348233,81.53019317,82.69915461,2019Q1
Japan,p1,Bi-annual,Offline,Y,High,N,Y,4,5.499765395,16.24100743,86.90911482,89.27113259,2019Q3
India,p2,Annual,Offline,Y,Medium,Y,N,3,3.0,9.306,82.02095588,77.91,2020Q1
India,p2,Monthly,Digital,N,Low,Y,N,1,4.01251256,9.51318411,69.47411731,64.63746045,2019Q2
USA,p2,Annual,Digital,Y,Low,Y,Y,1,3.03947758,62.67378821,72.65637248,78.44870226,2018Q4
India,p1,Monthly,Digital,Y,Medium,N,Y,0,4.0,10.92,68.69039015,64.07,2019Q4
USA,p2,Monthly,Offline,Y,Low,N,Y,3,5.0,110.0,70.55047122,74.4,2019Q4
India,p2,Monthly,Offline,Y,Low,N,Y,5,4.0,11.16,72.55296167,75.08,2020Q2
USA,p2,Monthly,Digital,N,Medium,Y,N,4,6.0,40.211,78.18969014,84.369,2020Q3
Japan,p2,Annual,Digital,N,Medium,N,N,5,7.0,30.6,84.85396184,85.63,2019Q4
India,p1,Annual,Offline,Y,Medium,Y,N,1,5.990248328,10.58272728,67.23154756,81.23511406,2019Q2
India,p1,Annual,Offline,Y,Medium,N,N,1,4.0,9.32,68.98598323,69.75,2020Q2
India,p2,Annual,Digital,Y,Low,Y,Y,5,6.0,12.696,73.72266299,71.87,2019Q4
India,p2,Monthly,Offline,N,Medium,N,N,3,2.987842362,33.03496671,62.47315052,69.82829472,2019Q3
India,p1,Monthly,Offline,Y,Medium,Y,N,4,2.0,15.7806,65.19918675,67.2166,2019Q4
USA,p2,Monthly,Digital,N,Medium,N,N,5,4.0,50.71,64.7208057,71.27,2020Q2
India,p1,Monthly,Offline,N,High,Y,N,2,4.0,6.5605,72.33689234,69.5375,2019Q4
USA,p2,Annual,Digital,N,Low,N,N,3,3.342211236,34.20160953,76.25168997,81.37792697,2019Q3
USA,p2,Annual,Offline,N,Low,N,N,5,5.0,38.21,83.64566251,79.69,2020Q3
USA,p2,Monthly,Offline,Y,High,N,Y,3,4.0,109.76,79.37553879,76.23,2020Q3
Japan,p1,Monthly,Digital,Y,Low,N,N,1,5.524152406,33.76950021,80.99246812,71.81569392,2019Q3
India,p1,Annual,Offline,N,High,N,Y,5,6.03031243,13.22179638,77.72755206,73.50510898,2019Q2
Japan,p2,Annual,Offline,Y,Medium,N,N,4,4.497789998,57.24986977,85.14228586,87.05804934,2019Q3
India,p1,Annual,Digital,N,High,N,Y,5,3.508899236,6.684184372,62.91014429,65.26244511,2019Q3
USA,p2,Monthly,Offline,Y,Medium,N,Y,5,5.0,107.99,81.63381455,79.0,2020Q1
India,p1,Monthly,Digital,Y,Low,N,Y,3,5.0,12.04,69.81742439,62.45,2019Q4
USA,p1,Monthly,Offline,N,Medium,Y,N,1,5.0,25.7307,73.7455402,75.0377,2020Q2
USA,p1,Monthly,Offline,Y,Medium,N,N,5,2.0,65.99,73.1415284,71.54,2020Q1
USA,p1,Monthly,Offline,Y,Low,N,N,3,4.0,70.62,75.30525348,65.44,2019Q4
India,p1,Monthly,Offline,Y,Low,N,N,3,5.0,12.09,66.63250786,67.02,2019Q4
USA,p1,Monthly,Digital,N,Low,Y,Y,5,4.005255113,25.13645229,67.48948421,72.57401737,2018Q4
Japan,p2,Annual,Offline,N,Low,N,Y,1,7.0,28.12,90.720705,90.87,2019Q4
India,p1,Annual,Digital,Y,High,N,N,5,2.0,8.28,69.88554451,66.38,2020Q2
Japan,p1,Monthly,Digital,N,Low,N,N,3,5.0,16.83,70.60542803,75.64,2020Q2
India,p2,Monthly,Digital,N,High,N,N,4,3.0,17.99,69.46924157,66.64,2020Q1
India,p2,Monthly,Offline,N,Low,Y,Y,5,4.006494413,10.36100462,75.46134906,75.99855241,2019Q1
India,p1,Annual,Digital,N,High,Y,Y,1,5.0,8.1005,65.90203212,64.265,2020Q3
Japan,p1,Annual,Offline,Y,Low,N,Y,5,4.001449184,12.34831166,80.19685651,79.98418167,2019Q2
India,p1,Monthly,Offline,Y,Medium,Y,Y,4,3.0,10.8006,76.41166254,73.67,2020Q1
USA,p2,Monthly,Offline,N,Medium,N,Y,3,4.0,47.03,79.56475667,77.96,2019Q4
India,p1,Monthly,Digital,Y,Low,Y,Y,4,3.0,11.2906,64.89595755,66.29,2020Q2
India,p1,Annual,Offline,Y,Low,N,Y,3,5.0,9.49,71.99266942,70.5,2020Q1
USA,p2,Annual,Offline,N,Low,N,Y,5,5.01158845,40.85765026,85.77305341,83.73067021,2018Q4
USA,p2,Monthly,Digital,N,Low,N,N,1,5.0,47.99,65.95985998,70.56,2020Q1
India,p2,Annual,Digital,N,High,N,N,4,5.0,14.89,68.64710749,69.68,2020Q2
USA,p1,Monthly,Digital,N,High,Y,N,3,4.0,29.6505,73.9252023,70.87,2019Q4
India,p1,Annual,Offline,Y,Low,N,Y,4,5.0,9.49,76.0330053,71.0,2020Q1
India,p2,Annual,Digital,Y,Low,Y,Y,5,3.0,12.215,69.71519338,71.74,2020Q3
India,p1,Monthly,Digital,Y,High,N,Y,5,5.98449901,14.4778268,69.08112447,62.16808248,2019Q3
India,p2,Monthly,Digital,Y,Medium,N,Y,1,3.0,15.54,67.90750057,65.45,2020Q3
USA,p2,Annual,Offline,Y,Low,N,N,5,5.0,89.99,80.68000654,79.38,2020Q1
India,p2,Monthly,Digital,N,Low,Y,Y,5,5.0,17.5905,75.52244558,69.5875,2020Q3
USA,p1,Monthly,Offline,Y,Medium,N,Y,2,5.0,63.09,79.1493146,74.9,2019Q4
India,p1,Annual,Offline,N,Medium,N,N,5,3.0,6.99,69.73012627,66.95,2019Q4
USA,p1,Monthly,Digital,Y,Medium,Y,Y,3,3.0,60.7605,75.60684666,74.905,2019Q4
India,p1,Annual,Digital,Y,High,N,N,5,4.0,9.49,66.328113,65.17,2020Q1
Japan,p2,Bi-annual,Digital,Y,Low,N,N,4,5.0,39.41,94.45396655,90.7,2020Q3
Japan,p2,Annual,Offline,Y,Low,N,Y,2,5.0,41.99,91.7046918,91.75,2020Q1
Japan,p1,Annual,Digital,Y,Low,N,Y,2,8.0,22.36,83.94353162,84.63,2020Q3
India,p1,Monthly,Offline,N,Low,Y,N,4,5.993330606,12.26953689,72.85794088,70.38402078,2019Q3
Japan,p2,Bi-annual,Digital,Y,High,N,Y,5,7.0,37.99,95.0,96.5,2020Q1
India,p2,Monthly,Offline,N,Low,N,Y,3,4.0,13.49,71.52778417,73.25,2019Q4
USA,p2,Monthly,Digital,Y,Low,Y,N,1,5.0,97.191,79.69561704,80.311,2020Q1
India,p2,Annual,Offline,N,Medium,N,N,5,7.079658482,10.11796292,74.91208967,76.63508126,2019Q3
USA,p2,Monthly,Offline,Y,High,Y,Y,5,6.0,98.5507,87.07771277,88.55,2020Q3
Japan,p1,Bi-annual,Offline,Y,High,N,N,5,6.520081425,22.93374793,85.24261074,89.99778467,2019Q1
USA,p2,Annual,Offline,Y,High,N,N,2,3.0,92.09,75.11354783,76.3,2020Q3
India,p1,Annual,Offline,Y,Low,Y,N,4,3.0,10.0655,75.489929,72.009,2019Q4
India,p2,Annual,Digital,N,High,Y,Y,3,4.0,14.0906,75.80092623,75.26,2020Q1
India,p2,Annual,Offline,N,High,Y,N,2,3.0,17.131,74.45059143,73.976,2019Q4
India,p1,Monthly,Offline,Y,High,N,Y,3,6.0,10.43,66.38010112,71.56,2019Q4
India,p2,Annual,Offline,N,High,Y,N,1,5.010659405,16.40215238,80.66327763,78.21512837,2019Q1
India,p1,Monthly,Offline,Y,Low,Y,N,3,3.98635954,64.86645815,71.23004793,77.20132952,2018Q4
Japan,p1,Monthly,Digital,Y,Medium,N,Y,2,6.0,27.99,75.42035243,77.0,2020Q1
India,p1,Annual,Offline,Y,Medium,Y,Y,5,5.0,11.3655,74.41161497,72.2,2020Q2
Japan,p1,Monthly,Digital,N,Medium,N,N,4,5.0,17.99,77.70858337,76.44,2020Q1
India,p2,Annual,Offline,Y,Medium,Y,N,5,5.0,8.705,73.22550918,78.904,2020Q3
Japan,p2,Annual,Digital,N,Low,N,Y,5,7.859365662,25.77213435,86.86786965,84.02362463,2018Q4
USA,p2,Monthly,Digital,Y,Medium,N,N,4,5.009625246,67.2148788,80.5492176,83.3450581,2019Q1
Japan,p1,Monthly,Digital,N,High,N,Y,4,4.0,16.02,78.70478063,80.97,2020Q2
USA,p2,Monthly,Offline,Y,Low,N,Y,3,3.0,106.51,78.30810747,78.23,2020Q3
USA,p1,Monthly,Digital,N,Low,Y,N,4,6.0,28.5005,71.60080163,71.5055,2019Q4
India,p1,Monthly,Digital,Y,High,N,N,1,2.0,13.83,65.30028504,60.38,2020Q2
India,p2,Annual,Digital,N,Medium,Y,N,5,4.0,14.5107,77.110544,72.832,2019Q4
Japan,p2,Monthly,Offline,Y,Medium,N,Y,5,3.993748679,48.5379841,93.64155446,85.21830743,2019Q1
USA,p1,Annual,Digital,N,Medium,N,N,2,4.0,23.22,76.49308278,71.84,2020Q3
USA,p1,Monthly,Digital,Y,Low,N,N,5,5.0,63.24,78.61358833,71.84,2020Q3
India,p2,Monthly,Offline,N,High,N,Y,5,4.0,17.99,71.57045295,73.0,2020Q1
Japan,p2,Annual,Offline,Y,High,N,Y,4,6.0,41.99,94.97815456,95.0,2020Q1
USA,p2,Annual,Offline,Y,Medium,N,N,3,4.01210061,53.42018741,83.4355733,81.19028032,2019Q2
India,p2,Monthly,Digital,N,Low,Y,Y,5,4.0,17.0905,72.83615734,70.0875,2020Q1
Japan,p2,Annual,Offline,N,High,N,Y,2,5.0,29.99,92.81792106,92.0,2020Q1
USA,p2,Monthly,Digital,N,Medium,N,Y,4,3.0,48.48,73.8045895,73.51,2020Q2
India,p1,Annual,Digital,N,Low,Y,N,5,4.51276026,8.830026711,64.12473356,63.47311245,2019Q2
USA,p1,Monthly,Offline,Y,High,Y,Y,5,5.0,62.0306,80.41904039,77.38,2020Q1
India,p2,Monthly,Offline,N,Low,Y,Y,5,4.0,15.9707,79.83072754,74.3225,2020Q2
USA,p2,Annual,Offline,N,Low,N,N,1,5.0,39.99,81.86315076,77.665,2020Q1
USA,p2,Monthly,Offline,N,Medium,N,Y,5,6.0,46.79,79.56513215,78.2,2020Q3
USA,p2,Annual,Digital,N,High,Y,Y,3,6.0,36.8105,82.84143762,83.08,2020Q2
USA,p2,Monthly,Offline,Y,Medium,N,Y,5,4.018854661,51.38965054,81.93957803,85.05512095,2018Q4
Japan,p2,Annual,Offline,N,Medium,N,N,5,6.999023046,40.68581833,94.63664664,84.26349927,2018Q4
India,p2,Annual,Digital,N,Low,N,Y,3,2.0,12.04,69.94919984,70.95,2020Q3
India,p1,Annual,Offline,Y,Medium,N,N,1,5.0,9.49,67.43508118,69.58,2020Q1
Japan,p1,Annual,Offline,Y,Low,N,N,5,6.0,24.1,87.89364988,84.64,2020Q3
Japan,p2,Monthly,Digital,N,Low,N,Y,3,6.0,35.99,85.17426609,83.5,2020Q1
USA,p2,Annual,Digital,N,Medium,N,N,2,3.0,38.97,75.50683652,76.97,2019Q4
USA,p1,Annual,Offline,Y,High,Y,N,4,5.0,52.1405,84.48430537,83.449,2020Q2
USA,p1,Annual,Digital,Y,Low,N,N,3,5.013521684,59.4945298,68.41022274,75.08753319,2019Q1
USA,p1,Monthly,Offline,Y,High,N,Y,2,5.0,65.99,73.8583158,73.0,2020Q1
USA,p2,Monthly,Offline,Y,Low,N,N,1,3.991276001,54.64109231,77.39755426,77.4500959,2019Q3
India,p2,Annual,Digital,N,Low,Y,Y,4,4.0,14.341,78.63789778,75.325,2020Q2
Japan,p1,Bi-annual,Digital,Y,Medium,N,N,1,5.019978219,23.86270268,83.76923412,89.96250874,2019Q1
India,p1,Annual,Digital,N,Medium,Y,Y,3,5.0,6.7405,61.59959734,64.575,2020Q2
USA,p1,Annual,Digital,N,Medium,N,N,4,4.0,29.41,69.65742085,67.12,2019Q4
India,p1,Monthly,Digital,N,Low,Y,N,4,2.0,6.8907,69.52138244,65.1475,2020Q3
India,p2,Monthly,Offline,Y,Medium,N,N,3,3.0,12.99,74.4312155,71.54,2020Q1
USA,p1,Annual,Digital,N,Medium,N,Y,5,5.010232293,48.17017613,77.4229233,77.60422987,2018Q4
India,p1,Annual,Digital,N,Medium,N,Y,1,3.988615543,5.589458899,62.12726279,66.40772784,2019Q2
Japan,p2,Monthly,Digital,N,High,N,Y,5,5.0,38.47,86.92860114,84.52,2020Q3
USA,p2,Monthly,Digital,Y,Medium,N,N,1,4.0,105.07,78.93442561,76.91,2020Q3
USA,p1,Monthly,Offline,N,High,Y,N,4,2.991655659,58.23798174,74.68809768,74.90047221,2019Q2
India,p2,Monthly,Offline,N,Medium,Y,Y,4,2.995546661,40.60236788,77.51098323,70.91758909,2019Q1
USA,p2,Monthly,Offline,N,Low,N,Y,4,5.0,46.74,79.26872071,77.25,2020Q3
Japan,p1,Monthly,Digital,Y,Low,N,N,0,4.004042246,69.76671578,64.62559756,66.31797993,2019Q1
USA,p2,Monthly,Offline,N,High,N,Y,5,5.0,50.18,78.33208164,76.81,2020Q3
Japan,p2,Annual,Digital,Y,High,N,Y,4,6.0,42.64,94.803015,92.35,2019Q4
USA,p1,Annual,Offline,Y,Low,N,Y,3,5.0,54.2,76.59284705,75.29,2020Q3
Japan,p2,Bi-annual,Offline,N,High,N,Y,3,5.0,26.99,88.09328287,93.5,2020Q1
India,p1,Annual,Offline,N,Low,N,N,4,6.0,8.35,61.36796336,64.77,2020Q3
Japan,p2,Annual,Digital,Y,Low,N,N,1,7.0,42.65,84.91521802,86.07,2020Q2
India,p2,Monthly,Digital,Y,Medium,Y,Y,3,3.0,14.9907,74.42934155,71.99,2020Q3
India,p2,Annual,Digital,N,Low,Y,N,1,5.0,11.9505,69.67485937,71.7475,2020Q3
USA,p1,Monthly,Offline,Y,High,Y,Y,2,5.0,63.7907,71.06378884,75.69,2019Q4
India,p1,Annual,Offline,Y,Low,Y,Y,1,3.0,9.3206,75.42213773,74.33,2019Q4
USA,p2,Annual,Digital,N,High,Y,N,2,3.030860694,42.30410952,84.96703244,78.90291705,2019Q1
India,p1,Annual,Offline,N,High,N,N,2,4.0,5.5,68.8502621,69.66,2020Q2
India,p2,Monthly,Offline,Y,Medium,Y,N,5,4.0,10.5807,77.5293802,79.0964,2019Q4
Japan,p1,Annual,Offline,Y,High,N,N,2,5.0,22.99,81.43998744,86.73,2020Q1
Japan,p1,Annual,Offline,Y,High,N,Y,3,5.0,22.99,90.22312667,89.5,2020Q2
USA,p2,Monthly,Offline,Y,Low,N,N,4,4.999910538,42.87250904,83.40813347,85.86643741,2019Q3
India,p1,Annual,Digital,N,Low,Y,Y,1,4.020152332,9.947079753,77.41348101,65.24454793,2019Q3
Japan,p2,Monthly,Offline,N,High,N,Y,2,5.0,34.39,85.24970356,89.1,2019Q4
USA,p1,Annual,Offline,N,Medium,N,Y,1,5.0,25.43,74.56526171,74.06,2020Q3
Japan,p1,Bi-annual,Offline,Y,High,N,Y,2,5.995745464,35.07493292,94.59550343,91.52051038,2019Q2
USA,p1,Annual,Offline,N,High,N,N,2,4.0,24.41,77.14451166,74.08,2020Q2
India,p1,Monthly,Digital,Y,High,Y,Y,5,5.0,10.9155,78.27375675,69.3,2020Q1
USA,p2,Monthly,Digital,N,Medium,Y,Y,3,4.0,49.2807,77.14099059,74.53,2019Q4
Japan,p1,Bi-annual,Digital,Y,Low,N,N,4,6.0,25.3,81.04294949,84.38,2019Q4
USA,p1,Annual,Offline,Y,Low,Y,N,4,5.524791423,16.51121084,85.71890106,75.09191579,2018Q4
India,p1,Monthly,Offline,Y,Low,N,N,5,4.502596025,35.99905654,71.37175414,68.55510518,2018Q4
USA,p2,Monthly,Offline,Y,High,Y,Y,2,2.0,102.9406,81.14010285,79.13,2019Q4
USA,p1,Monthly,Digital,Y,Low,N,N,4,3.411686161,56.89715531,70.40056148,63.68024208,2019Q2
USA,p2,Annual,Offline,Y,Medium,N,Y,5,7.064956046,38.37870475,83.60588998,82.39546439,2019Q1
USA,p2,Annual,Offline,N,High,N,N,1,5.510583087,78.94981625,74.95737069,77.12449094,2019Q2
USA,p2,Annual,Digital,Y,High,N,Y,2,5.0,90.78,78.38363455,76.71,2020Q2
Japan,p2,Monthly,Offline,N,Low,N,N,5,6.0,39.97,77.14560612,81.035,2019Q4
India,p1,Monthly,Offline,Y,Low,N,N,3,5.004562649,9.653127427,68.86545792,64.61398288,2018Q4
India,p2,Monthly,Digital,N,Medium,Y,Y,3,2.0,16.4305,67.3152228,70.485,2019Q4
USA,p1,Monthly,Offline,Y,Low,N,N,3,4.980482518,65.70214813,71.29453195,64.76977085,2019Q1
India,p1,Annual,Digital,N,Low,Y,N,5,5.0,7.0506,65.81483498,64.5438,2020Q2
Japan,p1,Annual,Digital,Y,Medium,N,Y,3,5.0,22.99,76.87502434,85.0,2020Q1
India,p2,Annual,Offline,Y,Low,Y,N,5,4.003301206,7.660048625,73.08394859,72.28943576,2019Q2
India,p1,Annual,Digital,N,Low,N,N,5,4.01739443,5.223634078,69.97517528,67.72276043,2019Q1
India,p1,Annual,Digital,N,Low,N,N,3,3.006701733,8.726181088,65.26919361,66.87572336,2019Q2
India,p1,Annual,Offline,Y,High,Y,N,4,5.0,11.5206,78.8124746,73.2324,2020Q2
India,p1,Monthly,Digital,N,Medium,Y,Y,4,4.0,6.8405,69.52546281,65.95,2019Q4
Japan,p1,Bi-annual,Offline,Y,Medium,N,N,2,7.092793014,33.35156443,91.05977469,91.37005285,2019Q3
India,p2,Monthly,Offline,N,High,N,N,1,4.0,15.2,69.52537487,71.39,2020Q2
India,p1,Monthly,Digital,Y,Medium,Y,Y,5,4.493433692,35.21325103,70.40119104,67.51641809,2019Q2
USA,p1,Annual,Offline,Y,Medium,Y,N,4,6.030347,90.16698285,84.97858542,79.20344337,2018Q4
India,p1,Monthly,Offline,N,High,Y,Y,0,5.0,9.5506,65.70714908,66.98,2020Q3
USA,p2,Annual,Offline,Y,Medium,N,Y,5,5.0,88.36,83.35244646,83.63,2020Q2
India,p2,Annual,Offline,Y,Low,Y,N,1,5.0,11.81,76.34029856,76.872,2019Q4
India,p1,Monthly,Digital,Y,Low,N,N,3,5.0,11.49,62.685874,61.74,2020Q1
USA,p1,Annual,Offline,Y,High,N,Y,4,7.0,54.99,77.17649051,78.0,2020Q1
Japan,p1,Annual,Offline,Y,Medium,N,Y,3,7.0,22.99,84.38041072,86.5,2020Q1
USA,p2,Monthly,Digital,Y,High,N,Y,5,4.000430571,99.27402002,82.31284151,88.03319408,2019Q3
Japan,p1,Bi-annual,Offline,Y,High,N,N,5,5.0,20.99,91.33289754,90.16,2020Q1
USA,p1,Annual,Offline,Y,High,Y,N,1,4.01807075,34.165752,83.44703468,76.90261313,2019Q3
India,p2,Monthly,Offline,Y,Medium,Y,Y,5,5.0,10.5207,77.41256068,80.74,2020Q2
India,p1,Annual,Digital,Y,High,N,Y,5,3.0,11.58,75.63245931,64.41,2020Q3
India,p2,Monthly,Digital,Y,High,N,Y,5,4.996675139,59.38907185,78.32620639,72.71156938,2019Q2
Japan,p2,Bi-annual,Offline,N,Low,N,N,3,6.0,26.99,87.25874579,88.69,2020Q1
USA,p2,Annual,Offline,N,Low,Y,Y,5,5.497180504,37.71279578,82.20288395,91.50458598,2019Q1
India,p1,Annual,Offline,N,Medium,N,Y,2,3.0,7.23,64.37174697,67.78,2019Q4
USA,p2,Annual,Digital,Y,High,N,Y,3,4.0,89.26,80.492351,81.73,2020Q2
USA,p1,Monthly,Offline,N,Medium,Y,N,3,4.0,28.8406,72.07365228,72.066,2020Q3
Japan,p2,Annual,Offline,Y,High,Y,Y,5,4.006222107,12.02516488,89.74276099,78.87225902,2019Q1
India,p1,Annual,Offline,Y,Low,Y,Y,1,4.004460957,5.795739474,70.22839733,68.67067355,2019Q1
India,p2,Monthly,Offline,Y,Low,N,N,5,2.0,12.99,69.69425568,71.785,2020Q1
Japan,p1,Annual,Offline,Y,Medium,N,Y,2,5.0,20.64,85.06780539,87.85,2020Q3
USA,p1,Monthly,Offline,N,High,Y,Y,2,5.0,31.0005,77.98288127,71.515,2020Q3
USA,p1,Monthly,Offline,Y,Low,Y,N,1,3.0,65.5505,70.92575111,70.7135,2020Q2
India,p1,Monthly,Offline,Y,Medium,N,N,5,4.0,12.72,70.29273401,67.37,2020Q3
USA,p1,Monthly,Offline,Y,Medium,N,Y,4,4.0,64.18,77.0996748,74.81,2020Q3
USA,p1,Monthly,Digital,Y,Low,N,N,3,3.01988613,56.45464563,75.16946799,74.20070576,2019Q2
USA,p2,Annual,Digital,N,Low,Y,Y,2,6.0,39.6007,79.22940463,79.445,2019Q4
USA,p1,Annual,Digital,N,Medium,Y,Y,5,4.997049348,20.43795179,61.01134472,66.28176321,2019Q3
India,p1,Annual,Digital,N,Low,N,N,3,4.0,5.5,62.45037798,63.9,2020Q3
Japan,p1,Bi-annual,Digital,N,Low,N,N,1,4.0,13.49,84.95927849,85.26,2020Q1
India,p1,Annual,Digital,N,Low,N,N,1,2.0,6.8,62.97871007,59.95,2020Q2
USA,p1,Monthly,Offline,Y,Medium,N,N,1,6.981156982,30.08898312,74.39770067,80.43226301,2018Q4
Japan,p1,Annual,Offline,N,Medium,N,N,3,4.0,14.99,89.9935421,82.81,2020Q1
Japan,p1,Bi-annual,Offline,N,High,N,Y,2,7.074626837,39.47846668,86.42739618,91.62317258,2019Q3
Japan,p2,Annual,Digital,Y,Low,N,Y,2,4.0,44.81,79.42019433,85.68,2020Q3
Japan,p1,Annual,Offline,N,Medium,N,Y,5,6.0,14.99,84.46081912,85.0,2020Q1
India,p2,Annual,Offline,N,Medium,Y,N,1,5.007231976,19.12503696,76.76824258,72.03702522,2019Q3
Japan,p1,Annual,Digital,Y,High,N,N,3,6.0,24.94,80.55412204,82.33,2020Q3
Japan,p2,Bi-annual,Offline,Y,High,N,N,5,7.0,35.94,95.0,96.13,2020Q3
India,p1,Annual,Offline,N,High,Y,Y,5,4.0,10.2805,68.04687524,68.91,2019Q4
India,p1,Monthly,Digital,N,Low,Y,Y,1,5.0,6.6405,68.83555938,65.1,2020Q1
