country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
USA,p2,Monthly,Digital,Y,Medium,Y,N,5,4.248789384,82.04964281,80.86973049,83.54579077,2019Q1
India,p1,Monthly,Digital,N,Low,Y,Y,5,4.0,6.0806,68.87814681,66.74,2020Q2
Japan,p2,Bi-annual,Offline,Y,Low,N,Y,0,7.0,36.46,92.72934363,92.53,2019Q4
India,p2,Monthly,Digital,N,Medium,N,N,1,2.999306631,19.42138399,73.83480228,67.38560449,2018Q4
India,p1,Annual,Digital,N,Low,Y,N,1,4.0,8.03,63.56268442,64.407,2019Q4
USA,p1,Monthly,Digital,N,High,N,Y,5,6.0,27.14,71.59199486,75.85,2020Q3
India,p2,Monthly,Offline,N,Low,Y,N,3,4.0,18.6307,71.20143454,70.19125,2020Q3
USA,p1,Monthly,Digital,Y,Low,Y,N,3,5.0,61.5905,75.18298752,73.13,2019Q4
USA,p1,Monthly,Digital,N,Low,Y,Y,2,4.0,25.6906,77.36449337,75.11,2020Q2
Japan,p2,Monthly,Offline,N,Low,N,N,4,6.999091144,51.5763653,81.42100695,83.32744475,2018Q4
Japan,p1,Annual,Offline,Y,High,N,Y,5,5.0,23.61,90.87445244,88.38,2020Q3
India,p2,Annual,Offline,N,Medium,N,Y,4,5.0,14.99,74.40697364,72.0,2020Q1
India,p2,Monthly,Offline,N,High,Y,N,5,2.097438733,18.48911239,62.86944174,75.98640579,2019Q1
India,p2,Monthly,Digital,N,Low,N,N,5,1.0,17.99,64.64072628,65.415,2020Q1
USA,p1,Monthly,Digital,N,High,Y,N,4,4.0,25.2807,79.30936732,79.1578,2020Q2
Japan,p2,Bi-annual,Digital,N,High,N,N,5,5.0,28.37,89.90600245,91.72,2020Q3
USA,p2,Annual,Digital,Y,High,Y,N,3,6.0,80.9207,95.0,87.7066,2020Q3
India,p2,Monthly,Offline,Y,High,N,Y,1,4.013481022,21.38242257,81.54996458,91.69025151,2019Q3
USA,p1,Annual,Digital,Y,High,Y,Y,5,4.0,52.2405,79.54901305,80.325,2020Q1
USA,p2,Monthly,Offline,N,Medium,Y,Y,3,5.0,47.5805,81.59083162,78.86,2019Q4
USA,p1,Monthly,Offline,Y,High,N,Y,3,5.0,65.12,71.90550624,73.87,2020Q3
India,p1,Annual,Offline,N,Medium,N,N,5,4.0,7.86,68.79450019,66.73,2020Q2
India,p1,Annual,Offline,N,Low,Y,N,1,4.0,7.4807,70.02106896,69.9191,2020Q2
Japan,p1,Annual,Offline,N,High,N,N,2,6.0,14.99,85.86410243,82.81,2020Q1
USA,p2,Monthly,Digital,N,Medium,Y,N,4,6.0,43.191,75.68092374,81.389,2020Q1
USA,p1,Annual,Digital,Y,Low,N,N,3,5.0,54.99,75.37683314,73.5,2020Q1
USA,p1,Annual,Digital,N,Low,Y,Y,3,4.005311709,42.26429449,80.75711056,67.37233784,2018Q4
USA,p1,Monthly,Digital,Y,High,N,Y,5,3.0,68.62,77.83454853,69.37,2020Q2
Japan,p1,Bi-annual,Offline,N,Medium,N,Y,4,7.0,12.98,83.66909607,87.51,2019Q4
USA,p2,Monthly,Offline,N,High,Y,N,1,5.004392129,40.18031761,81.05628731,78.13492261,2019Q1
Japan,p1,Bi-annual,Offline,N,Low,N,N,1,6.0,14.43,78.88860426,79.42,2020Q2
USA,p1,Annual,Digital,Y,Low,N,N,3,5.013521684,59.4945298,68.41022274,75.08753319,2019Q1
Japan,p1,Annual,Offline,N,Low,Y,N,4,4.009166337,18.74402586,86.61083576,74.25186142,2019Q1
Japan,p2,Annual,Offline,N,High,N,Y,4,6.0,32.88,91.79456693,89.61,2019Q4
India,p2,Monthly,Digital,Y,Low,Y,Y,1,5.016329293,24.7048849,69.04473584,73.11566373,2018Q4
USA,p2,Annual,Digital,N,Low,Y,N,1,6.013260824,39.27769009,76.86183892,80.46644591,2018Q4
USA,p2,Annual,Digital,N,Medium,N,N,2,5.0,40.94,72.21129384,75.0,2020Q2
India,p2,Annual,Digital,N,High,Y,Y,5,4.0,11.6405,80.56643209,76.625,2020Q2
India,p2,Monthly,Digital,N,Medium,N,N,1,4.0,17.99,70.89662695,65.17,2020Q1
USA,p2,Annual,Digital,Y,Low,Y,Y,5,5.007486653,77.43092602,78.51294183,83.32005936,2019Q1
India,p2,Monthly,Digital,N,Low,N,N,3,3.0,17.99,71.58244903,64.19,2020Q1
Japan,p1,Bi-annual,Digital,Y,Low,N,N,0,6.0,21.91,87.52052536,86.79,2019Q4
India,p1,Annual,Offline,N,Low,N,Y,3,4.0,5.5,72.01336288,70.45,2020Q3
India,p1,Monthly,Digital,Y,Medium,Y,Y,4,3.034598622,8.203734543,67.49110984,63.25917125,2019Q2
Japan,p1,Annual,Offline,Y,Low,N,Y,2,7.0,21.61,82.13283867,86.38,2020Q2
India,p1,Monthly,Digital,Y,High,N,Y,5,5.0,8.19,71.41177023,69.3,2019Q4
India,p2,Monthly,Offline,Y,Low,N,N,1,5.0,12.8,79.074822,69.77,2020Q3
USA,p2,Annual,Offline,N,Medium,Y,Y,3,3.989155737,10.77923462,79.96845327,80.68508868,2019Q2
USA,p1,Monthly,Digital,Y,High,Y,N,4,4.0,63.6306,78.42592909,73.1936,2020Q2
USA,p2,Monthly,Offline,N,Low,N,N,2,5.0,46.52,75.06539523,75.95,2020Q3
USA,p2,Monthly,Offline,N,Low,Y,Y,5,5.517325819,32.50615631,83.46788073,83.5440904,2019Q3
India,p2,Annual,Offline,Y,Low,Y,N,3,5.0,10.927,78.50935122,75.8764,2020Q2
Japan,p1,Monthly,Offline,N,Medium,N,N,5,3.0,17.99,77.4759211,81.34,2020Q1
Japan,p2,Annual,Offline,Y,Low,N,N,1,6.0,43.66,80.55243997,88.245,2020Q3
USA,p1,Annual,Digital,N,Low,Y,Y,1,2.0,23.7405,77.24694115,74.55,2020Q1
India,p2,Annual,Digital,N,Medium,Y,Y,3,4.0,13.491,75.81617409,75.9,2020Q1
India,p1,Monthly,Digital,Y,Medium,N,Y,1,4.982979454,61.82787539,63.65273966,63.77953076,2019Q2
Japan,p2,Annual,Digital,N,Medium,N,N,2,5.0,29.25,87.05591314,85.02,2020Q2
Japan,p2,Monthly,Offline,Y,High,N,N,3,5.0,52.31,87.87490777,87.84,2019Q4
USA,p2,Monthly,Offline,Y,Low,N,N,4,4.0,107.84,77.38611555,76.59,2020Q3
USA,p2,Monthly,Digital,Y,Medium,N,Y,5,5.0,108.13,77.73710139,76.86,2020Q2
Japan,p1,Monthly,Offline,N,Low,N,N,5,5.0,16.51,82.66777718,82.33,2020Q2
India,p1,Monthly,Offline,Y,Medium,N,Y,4,3.0,14.84,65.44041514,66.15,2019Q4
India,p2,Monthly,Digital,N,Medium,N,N,4,1.0,17.69,65.6420808,65.47,2020Q2
India,p2,Annual,Offline,N,High,Y,Y,1,3.999036717,5.803985645,76.51771876,69.25284399,2019Q3
Japan,p2,Annual,Offline,Y,Low,N,Y,5,5.0,44.12,84.30750892,89.87,2020Q2
India,p1,Annual,Offline,N,Medium,Y,N,4,4.013212741,6.565717543,76.57129791,76.83585113,2019Q3
USA,p2,Annual,Offline,Y,High,N,N,3,5.0,90.89,80.7523112,78.48,2020Q3
USA,p1,Annual,Offline,Y,Low,N,Y,5,3.0,56.88,77.56494148,74.61,2020Q2
USA,p2,Monthly,Digital,Y,Medium,Y,Y,3,6.0,100.4307,79.70860947,80.785,2020Q1
USA,p1,Annual,Offline,Y,Medium,Y,N,3,4.0,50.0807,83.38635754,79.705,2019Q4
USA,p2,Annual,Offline,Y,Medium,N,N,2,4.0,89.99,78.6087635,77.91,2020Q1
Japan,p1,Monthly,Offline,Y,Low,N,N,5,3.998102152,25.43418493,77.99577831,78.45429764,2019Q1
Japan,p1,Monthly,Offline,Y,Medium,N,N,5,6.004315812,18.61083036,82.00766289,86.67367642,2018Q4
India,p2,Annual,Digital,N,Low,N,N,5,3.032230416,47.09355729,76.29833142,75.20010309,2019Q2
Japan,p1,Annual,Offline,Y,Medium,Y,N,5,4.004432814,28.08008345,83.01914433,79.85429135,2018Q4
USA,p2,Annual,Digital,N,High,N,Y,5,4.0,39.99,84.4053034,81.0,2020Q1
India,p2,Monthly,Digital,Y,High,N,N,3,4.0,13.34,70.1228336,70.21,2020Q2
India,p1,Annual,Digital,N,High,Y,N,1,3.0,5.5705,71.49993573,65.4615,2019Q4
India,p2,Monthly,Digital,Y,High,N,Y,3,5.0,10.35,70.09559021,74.64,2020Q3
India,p1,Annual,Offline,N,High,N,N,4,5.995071659,13.70536579,69.29005409,65.74048577,2019Q1
Japan,p1,Annual,Digital,N,Low,N,Y,4,6.0,14.99,76.56720698,81.5,2020Q1
India,p2,Monthly,Digital,N,Low,N,Y,1,4.0,17.87,66.51446518,65.62,2020Q3
India,p2,Annual,Offline,N,High,N,N,2,6.00195504,20.5701627,76.04207096,75.61137245,2019Q2
Japan,p1,Annual,Digital,Y,High,N,Y,1,5.0,22.99,88.99103638,87.5,2020Q1
India,p1,Annual,Digital,N,High,Y,Y,5,3.0,8.5206,64.36081155,66.01,2019Q4
USA,p2,Annual,Digital,Y,Low,Y,Y,1,6.003898034,101.8725396,82.12274408,86.51405533,2019Q2
USA,p1,Annual,Offline,N,Medium,N,Y,3,5.32620395,21.13413834,78.24342602,77.23648167,2019Q1
USA,p1,Annual,Offline,Y,High,Y,Y,1,4.0,52.2405,79.79028187,81.9,2020Q1
USA,p1,Annual,Offline,N,High,Y,N,3,4.0,23.3907,75.96801904,82.1651,2019Q4
Japan,p2,Bi-annual,Offline,Y,Low,N,N,4,5.0,40.07,87.2650594,89.06,2019Q4
USA,p1,Monthly,Digital,Y,Low,Y,N,4,6.0,61.4507,79.17362969,73.8463,2020Q3
India,p1,Monthly,Digital,Y,Low,N,N,4,5.0,10.35,66.88115149,64.35,2020Q2
India,p1,Monthly,Digital,N,Low,Y,Y,5,4.010076555,22.1606585,67.5260087,87.02768844,2019Q1
Japan,p2,Monthly,Offline,Y,Medium,N,N,3,6.0,48.56,87.76619095,88.65,2020Q3
USA,p2,Annual,Digital,Y,Medium,Y,N,5,4.00042451,49.68689319,86.58823574,74.62879937,2018Q4
USA,p2,Monthly,Offline,Y,Low,N,N,4,5.0,107.82,78.09027782,75.385,2019Q4
India,p1,Annual,Offline,N,Low,N,Y,3,3.996297406,10.38372832,68.59681699,66.91334603,2018Q4
India,p1,Annual,Digital,N,High,Y,N,2,3.0,5.5,75.13805821,69.8547,2020Q2
USA,p2,Annual,Offline,Y,Medium,N,Y,5,7.064956046,38.37870475,83.60588998,82.39546439,2019Q1
USA,p1,Annual,Offline,N,Low,N,N,3,5.0,24.99,72.63409451,73.5,2020Q1
USA,p1,Monthly,Digital,N,Medium,N,Y,1,2.989807315,23.9186523,66.25587044,64.25135893,2019Q2
USA,p1,Monthly,Digital,N,Medium,N,N,2,3.0,32.14,64.86373003,62.53,2019Q4
India,p1,Annual,Offline,N,Low,Y,Y,1,3.0,8.0907,74.32022464,70.775,2019Q4
USA,p2,Monthly,Offline,N,Low,Y,Y,3,5.0,47.1707,80.64469882,79.0475,2020Q2
India,p1,Annual,Digital,N,Low,Y,N,5,3.0,5.5,63.93335474,66.3238,2019Q4
India,p1,Annual,Digital,Y,Medium,Y,N,4,4.0,8.8257,66.1166343,63.9646,2020Q1
India,p2,Annual,Digital,Y,Low,Y,N,1,4.016403412,19.93306805,69.58718311,59.56257246,2019Q3
India,p1,Monthly,Digital,N,High,N,Y,2,5.0,8.21,60.53734192,61.78,2020Q2
India,p2,Monthly,Digital,N,High,N,Y,3,5.994519146,19.34649301,86.99386732,82.12854498,2019Q3
Japan,p1,Monthly,Digital,Y,High,N,Y,5,7.0,27.99,84.27324973,84.0,2020Q1
USA,p2,Annual,Offline,Y,Medium,N,N,3,4.01210061,53.42018741,83.4355733,81.19028032,2019Q2
India,p1,Annual,Offline,Y,Low,N,N,5,3.479983149,7.245091971,68.34257185,61.73881259,2019Q1
Japan,p1,Annual,Offline,Y,Low,N,N,0,6.0,23.92,84.48433369,82.37,2019Q4
Japan,p1,Monthly,Offline,N,High,N,Y,1,4.0,20.43,84.77289743,82.06,2020Q2
Japan,p2,Bi-annual,Digital,Y,Low,N,N,5,5.521380324,39.11158694,87.51276646,86.73618176,2018Q4
India,p1,Monthly,Offline,N,Low,Y,Y,1,3.01067311,9.838414053,64.47868968,66.69633854,2019Q3
USA,p1,Annual,Offline,Y,Low,N,Y,3,3.997605407,67.7332214,74.29781844,75.08478385,2018Q4
USA,p1,Monthly,Digital,N,High,Y,Y,3,3.0,30.6105,72.94770761,71.38,2020Q2
USA,p1,Monthly,Digital,N,High,N,Y,3,4.009128328,27.93545614,63.67556907,64.11742324,2019Q2
India,p2,Monthly,Digital,N,Medium,Y,Y,3,5.0,17.0905,68.66719916,69.825,2020Q1
USA,p2,Monthly,Offline,Y,Low,Y,Y,5,5.0,95.721,82.35996738,85.895,2019Q4
India,p2,Monthly,Offline,Y,High,Y,N,4,5.002830282,38.89030629,86.59885409,74.40611315,2019Q2
India,p2,Annual,Offline,N,Medium,Y,N,4,4.0,12.0907,79.92699463,77.3492,2020Q3
Japan,p1,Monthly,Digital,N,High,N,N,1,6.0,17.69,80.51257084,76.25,2020Q3
Japan,p2,Annual,Offline,N,High,N,Y,4,5.011086621,30.50044024,87.06979701,82.47956455,2019Q2
USA,p1,Monthly,Offline,Y,High,N,N,5,3.005340313,55.27530922,79.25437652,72.33241046,2018Q4
India,p1,Annual,Digital,Y,High,Y,Y,5,5.0,8.9006,75.51655393,71.04,2020Q2
USA,p1,Annual,Digital,Y,High,Y,N,1,4.0,51.6906,77.66690177,78.9488,2020Q1
USA,p2,Monthly,Digital,N,High,Y,Y,5,5.0,46.0806,81.94975995,81.18,2020Q3
USA,p1,Annual,Digital,Y,High,Y,Y,4,6.041228859,25.46715469,76.77870268,80.979305,2019Q1
USA,p1,Annual,Offline,N,Medium,Y,Y,3,4.0,20.7505,76.89704102,81.215,2020Q2
Japan,p1,Annual,Offline,Y,Medium,N,Y,1,4.999753793,14.82748211,83.59009825,75.83391527,2019Q1
India,p2,Monthly,Digital,Y,Medium,Y,Y,3,3.0,12.491,75.81151693,74.0,2019Q4
India,p2,Annual,Offline,Y,High,Y,N,3,4.0,11.977,76.77619007,77.9722,2020Q2
India,p2,Monthly,Offline,N,Low,Y,N,5,3.0,17.6506,71.71187887,71.976,2020Q2
Japan,p1,Bi-annual,Offline,N,Low,N,N,3,5.0,15.16,79.59947334,81.63,2020Q2
India,p2,Monthly,Digital,Y,Medium,Y,N,2,3.001673399,12.91224755,74.65895594,74.71294915,2019Q3
USA,p1,Annual,Digital,N,High,Y,Y,1,6.0,23.6707,77.41283525,76.61,2020Q2
USA,p1,Annual,Offline,N,High,N,Y,3,4.002508296,23.84508401,71.80964721,78.05790603,2019Q3
Japan,p2,Monthly,Offline,N,Low,N,N,5,4.004372111,43.94684468,75.38924057,75.76489457,2018Q4
Japan,p2,Annual,Digital,N,Medium,N,Y,4,5.509027933,38.46358397,81.93434634,88.79435116,2019Q2
India,p1,Monthly,Offline,N,High,N,N,1,5.0,9.57,66.52072085,62.1,2019Q4
Japan,p1,Bi-annual,Digital,Y,Medium,N,Y,3,8.0,21.58,81.75979706,89.91,2020Q3
India,p1,Annual,Digital,Y,High,N,N,1,3.0,6.82,68.30028074,63.43,2020Q3
India,p2,Annual,Digital,Y,High,Y,N,1,5.0,10.077,77.06922138,75.6778,2019Q4
India,p1,Annual,Offline,Y,Low,N,Y,5,4.0,9.49,74.22699056,71.5,2020Q1
USA,p2,Monthly,Digital,Y,Medium,Y,Y,3,2.998702073,66.03251707,81.8924627,67.57221614,2019Q3
India,p1,Monthly,Offline,N,High,N,Y,5,5.0,6.29,69.32970928,71.2,2020Q3
India,p1,Annual,Offline,Y,Low,Y,Y,5,3.984206189,7.337840667,70.60243917,70.01283564,2019Q2
Japan,p2,Bi-annual,Offline,N,High,N,N,5,8.0,26.99,92.82686083,91.63,2020Q1
USA,p2,Annual,Offline,N,High,Y,Y,1,2.0,37.5907,88.90408323,85.735,2019Q4
India,p2,Monthly,Digital,Y,Medium,Y,Y,3,4.0,12.161,76.53575588,74.33,2020Q2
India,p2,Annual,Offline,Y,Medium,N,Y,3,4.0,5.5,77.44139082,79.44,2019Q4
India,p2,Monthly,Offline,N,High,Y,Y,4,4.0,18.201,76.00367532,78.29,2020Q2
USA,p1,Annual,Offline,N,Low,Y,N,5,5.0,23.4906,79.30273179,79.4682,2020Q1
India,p2,Annual,Offline,Y,High,Y,Y,1,4.0,9.925,82.32564629,80.33,2020Q2
Japan,p2,Annual,Offline,Y,Low,N,Y,5,4.0,45.98,89.28993911,88.01,2019Q4
USA,p2,Annual,Digital,Y,High,N,Y,5,4.010120104,91.44442199,79.57420951,86.25494912,2019Q3
India,p1,Annual,Digital,Y,Medium,N,N,1,3.0,9.49,66.18803744,59.78,2020Q1
USA,p2,Monthly,Offline,N,High,Y,N,1,6.0,45.2407,85.50523835,80.6565,2020Q2
India,p2,Annual,Digital,Y,Low,Y,N,3,3.99402432,17.00783244,80.63499783,74.11638656,2019Q2
Japan,p1,Bi-annual,Offline,N,Low,N,Y,1,7.0,13.65,89.63527028,81.84,2020Q3
USA,p2,Monthly,Digital,N,Low,N,Y,2,4.0,45.07,78.1678291,74.92,2020Q3
USA,p2,Monthly,Offline,Y,Low,N,Y,4,4.008948362,51.178832,76.93558447,85.76727805,2018Q4
Japan,p2,Annual,Offline,Y,Low,N,Y,5,6.932875637,36.88746927,91.39099317,95.0,2019Q2
USA,p1,Annual,Digital,N,High,Y,N,1,5.0,21.4707,75.48106327,77.2692,2020Q2
India,p2,Monthly,Offline,Y,High,N,N,5,5.0,11.28,70.98837058,74.72,2020Q3
Japan,p2,Bi-annual,Offline,N,Medium,N,Y,4,6.0,28.91,86.76009373,89.58,2020Q3
India,p1,Annual,Offline,N,Medium,N,Y,4,4.0,5.99,73.56449126,69.0,2020Q1
India,p1,Annual,Digital,Y,High,N,Y,1,4.498073002,3.524265126,70.61412094,69.36418156,2019Q1
USA,p2,Monthly,Digital,Y,Low,N,Y,2,4.0,106.34,76.79211525,76.15,2020Q2
Japan,p1,Monthly,Offline,Y,Medium,Y,N,2,7.084460831,55.8827527,89.25710359,79.43474915,2018Q4
India,p1,Annual,Offline,N,Medium,N,N,5,2.10789902,7.457799681,73.76786522,71.83552561,2019Q3
India,p2,Annual,Offline,Y,Low,Y,Y,5,4.0,6.997,76.08684534,81.39,2020Q2
USA,p1,Monthly,Offline,Y,Medium,N,N,2,3.995446617,33.20520433,68.99097382,65.30431637,2018Q4
India,p1,Annual,Digital,Y,Low,Y,N,5,3.997951481,6.001924398,57.59509927,59.03700018,2018Q4
India,p2,Annual,Digital,Y,Low,Y,N,4,5.0,12.136,70.3186064,70.9248,2019Q4
India,p1,Monthly,Digital,N,High,Y,Y,1,6.0,6.8405,70.51369291,65.95,2019Q4
USA,p1,Annual,Digital,Y,Low,N,Y,2,5.0,54.87,81.76225649,75.12,2020Q3
India,p2,Monthly,Offline,N,Medium,Y,Y,1,4.468296476,15.66599913,77.02093609,69.79573738,2019Q1
India,p2,Annual,Offline,N,Low,N,Y,0,6.007131775,7.476404767,59.82610308,75.42318349,2019Q1
Japan,p2,Bi-annual,Digital,Y,Low,N,Y,1,5.0,37.99,91.42525535,94.0,2020Q1
India,p1,Annual,Offline,Y,Medium,Y,N,5,7.033304579,6.351550041,79.39894276,83.97823996,2019Q3
USA,p2,Monthly,Digital,Y,Low,Y,Y,5,4.006250109,100.6380822,84.02394908,85.30666122,2019Q2
USA,p1,Annual,Digital,N,High,N,N,4,3.0,26.25,70.70979595,70.28,2020Q2
India,p1,Annual,Offline,N,High,N,Y,4,4.0,5.5,73.26409372,74.01,2020Q2
India,p2,Monthly,Offline,Y,Low,Y,N,5,5.0,12.431,81.70962722,78.2235,2020Q3
India,p1,Monthly,Offline,N,High,N,Y,5,4.016716908,7.319270812,63.78176859,59.49721017,2018Q4
India,p2,Annual,Digital,N,Medium,Y,Y,4,2.0,14.2307,79.31862126,73.005,2020Q3
India,p1,Monthly,Offline,Y,Medium,N,N,4,4.001568624,10.99797143,64.72348457,61.48712344,2018Q4
Japan,p1,Annual,Offline,Y,Medium,N,Y,5,4.008337381,6.995923789,88.45941137,79.15442083,2018Q4
India,p1,Monthly,Digital,N,Low,Y,N,5,4.0,5.5,69.59110905,66.535,2020Q2
India,p1,Annual,Digital,N,Low,Y,Y,1,4.0,5.5,69.50809674,69.33,2019Q4
Japan,p2,Bi-annual,Digital,N,High,N,N,2,5.011228104,37.42890219,90.22274849,81.32534444,2019Q1
Japan,p1,Bi-annual,Offline,N,Low,N,N,5,6.031813469,25.8945586,77.71093628,83.12958901,2019Q3
Japan,p2,Monthly,Digital,Y,Low,N,Y,4,6.0,49.02,83.75873337,84.72,2020Q2
USA,p1,Annual,Offline,N,Low,N,Y,3,4.0,27.71,72.12147256,72.28,2020Q2
USA,p1,Monthly,Digital,Y,High,Y,Y,1,4.0,60.2506,71.23881441,76.51,2019Q4
India,p1,Annual,Offline,N,Low,N,N,1,5.0,5.5,71.24793029,68.87,2020Q2
India,p2,Annual,Offline,N,Low,N,N,5,3.999090016,10.6755667,65.65923333,68.05035354,2019Q3
USA,p2,Monthly,Digital,N,Low,Y,N,1,5.0,43.8606,77.79329396,76.0436,2019Q4
Japan,p1,Bi-annual,Digital,Y,Low,N,Y,4,4.0,22.62,90.19827079,88.87,2020Q3
USA,p1,Annual,Digital,Y,Low,Y,Y,1,4.0,52.1207,77.92460936,79.27,2020Q2
Japan,p2,Monthly,Offline,Y,High,N,N,1,6.996157349,38.14745207,83.56822773,88.32325787,2019Q3
Japan,p1,Monthly,Offline,Y,High,Y,N,4,6.019363719,30.86562442,87.84454759,78.95222302,2019Q1
Japan,p2,Monthly,Offline,N,High,N,N,4,6.0,38.52,87.5628078,84.2,2020Q3
India,p2,Monthly,Offline,N,High,Y,Y,2,4.018536443,18.14220999,81.30521478,77.1558093,2019Q2
Japan,p2,Annual,Digital,N,High,N,Y,5,5.0,30.68,88.40995589,89.31,2019Q4
Japan,p2,Monthly,Offline,N,Low,N,Y,5,6.0,37.15,86.46409939,85.59,2020Q3
India,p2,Annual,Offline,Y,Low,Y,N,1,5.0,11.81,76.34029856,76.872,2019Q4
Japan,p1,Annual,Offline,Y,High,N,N,3,6.0,20.93,87.50053331,89.77,2020Q3
India,p1,Monthly,Digital,Y,Low,Y,N,1,4.006624589,9.486169359,69.09430324,68.93774506,2019Q1
Japan,p1,Annual,Digital,N,Low,N,Y,4,7.039410053,26.33475772,86.83878158,79.71525322,2018Q4
Japan,p1,Annual,Digital,Y,Medium,N,N,4,4.0,20.21,85.895294,87.06,2019Q4
Japan,p1,Annual,Digital,Y,Low,N,N,3,5.0,25.8,86.47277388,80.0,2020Q3
India,p1,Monthly,Digital,Y,Low,N,Y,5,6.0,9.03,64.35056115,66.96,2019Q4
India,p2,Monthly,Offline,N,Medium,Y,N,5,2.0,19.5705,73.30901007,70.579,2020Q3
USA,p2,Monthly,Offline,Y,High,N,N,3,5.004824868,99.78899896,82.83939501,92.64854677,2018Q4
Japan,p2,Bi-annual,Digital,Y,Low,N,N,4,5.0,39.41,94.45396655,90.7,2020Q3
Japan,p1,Monthly,Digital,Y,Medium,N,Y,4,3.0,27.64,85.3328517,81.35,2020Q3
Japan,p2,Bi-annual,Digital,Y,High,N,Y,3,6.0,37.99,95.0,97.0,2020Q1
USA,p1,Annual,Digital,Y,High,Y,Y,1,4.0,50.4606,80.92889797,81.79,2019Q4
India,p1,Monthly,Digital,N,Medium,N,Y,2,2.0,6.99,68.74733478,62.5,2020Q1
India,p2,Annual,Digital,N,High,Y,N,5,4.000647362,38.22084981,78.77711181,73.89810549,2019Q2
Japan,p1,Monthly,Offline,N,Medium,N,N,3,5.006344963,27.30980263,79.48708272,71.75684366,2019Q1
USA,p2,Annual,Digital,Y,High,Y,Y,1,4.0,82.341,83.64279423,83.9,2019Q4
USA,p2,Annual,Digital,Y,High,Y,N,5,6.0,83.3206,85.67497321,84.8934,2020Q3
India,p2,Monthly,Digital,N,Medium,Y,Y,5,3.0,16.7307,73.77931387,72.225,2020Q1
India,p2,Annual,Offline,N,Medium,N,Y,3,5.0,17.61,61.14361557,69.38,2019Q4
USA,p2,Monthly,Offline,N,Low,Y,N,3,4.0,45.1106,84.51493369,78.9488,2020Q1
India,p2,Monthly,Digital,N,High,N,N,5,4.004417344,53.29544098,75.78042757,81.03993203,2019Q3
Japan,p2,Bi-annual,Digital,Y,Medium,N,N,1,6.0,35.21,92.75070239,95.88,2020Q2
India,p1,Monthly,Digital,Y,Low,N,N,5,3.012891057,17.95210122,66.35446939,65.36395985,2019Q2
USA,p2,Monthly,Offline,N,High,Y,N,1,5.0,43.3407,84.65364726,82.5565,2020Q3
USA,p1,Annual,Offline,N,Low,Y,Y,5,5.991222021,27.81918198,80.75308217,78.74917531,2019Q3
India,p1,Annual,Offline,N,High,Y,Y,1,4.0,6.6506,75.08174181,73.18,2019Q4
Japan,p2,Annual,Digital,Y,Low,N,N,4,6.0,43.56,90.88464813,85.405,2019Q4
USA,p2,Annual,Digital,N,Low,N,N,3,3.342211236,34.20160953,76.25168997,81.37792697,2019Q3
USA,p2,Monthly,Digital,Y,Low,N,Y,5,5.004921692,99.1619718,78.6943675,91.16275803,2019Q1
Japan,p2,Annual,Digital,Y,High,N,Y,5,5.0,41.99,91.08812717,93.0,2020Q1
Japan,p2,Bi-annual,Offline,Y,High,N,Y,4,6.0,40.06,89.09276899,93.93,2020Q3
USA,p2,Annual,Offline,Y,Medium,Y,N,4,5.0,82.8305,87.54591576,85.4945,2019Q4
India,p2,Monthly,Offline,N,Medium,N,N,1,4.012032518,17.88275323,64.71835578,69.08469426,2019Q3
Japan,p2,Annual,Offline,N,Low,N,Y,5,5.0,29.99,87.56266738,91.25,2020Q1
Japan,p1,Annual,Offline,Y,Low,N,Y,2,6.0,22.99,81.63103137,85.0,2020Q1
India,p1,Monthly,Digital,Y,High,N,Y,1,3.0,11.49,68.82519141,64.0,2020Q1
Japan,p2,Monthly,Offline,N,High,N,N,2,5.007890853,26.59291608,71.35772707,87.61864268,2019Q1
USA,p2,Annual,Offline,N,Low,Y,Y,5,6.022113173,15.33400445,66.41686762,76.69809299,2019Q2
India,p2,Annual,Offline,Y,Medium,Y,Y,1,7.0,11.395,76.27529651,77.81,2019Q4
India,p2,Monthly,Offline,N,Low,Y,N,5,3.489999351,18.63046683,74.80162162,74.10431993,2019Q3
Japan,p2,Monthly,Offline,N,Medium,Y,N,4,6.010566019,19.84856773,82.89065078,85.96415787,2018Q4
India,p2,Monthly,Offline,Y,High,Y,Y,3,3.993968969,13.45464928,73.01683426,70.03636851,2019Q3
Japan,p1,Bi-annual,Offline,N,High,N,Y,5,5.68003268,18.17833248,87.24519451,89.22139621,2019Q2
India,p1,Annual,Offline,N,Low,Y,N,5,4.005396165,7.526138443,59.90150222,74.04921606,2018Q4
India,p1,Annual,Offline,N,Medium,Y,Y,4,5.0,6.9806,74.49354697,71.79,2020Q2
Japan,p1,Annual,Digital,Y,Medium,Y,Y,2,6.015473381,26.67149481,76.44135108,89.52626104,2019Q3
India,p2,Monthly,Offline,N,High,N,N,1,4.0,15.2,69.52537487,71.39,2020Q2
Japan,p1,Bi-annual,Digital,N,High,N,Y,1,7.095893037,29.73624307,83.93628757,86.70833425,2019Q3
India,p1,Monthly,Offline,Y,Medium,Y,N,1,4.013023303,13.18162786,70.26684904,61.99779304,2019Q3
