Unnamed: 0,country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
1647,USA,p2,Monthly,Offline,Y,Medium,N,Y,3,5.0,108.23,75.18531716617008,77.26,2020Q2
1648,India,p1,Monthly,Offline,Y,Medium,N,Y,3,4.0,14.24,67.58756202747887,66.75,2020Q2
1649,India,p2,Monthly,Offline,Y,Medium,N,Y,3,5.0,13.49,76.37350359888292,72.5,2020Q2
1650,Japan,p1,Monthly,Offline,Y,Medium,N,Y,4,5.0,28.15,82.37810276141659,82.34,2020Q2
1651,Japan,p2,Monthly,Offline,Y,Medium,N,Y,3,5.0,52.52,85.4222684635983,86.47,2020Q2
1652,Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,3,7.0,23.51,82.72382640638902,85.48,2020Q2
1653,Japan,p2,Bi-annual,Offline,Y,Medium,N,Y,3,6.0,36.5,92.03723283919992,93.99,2020Q2
1654,USA,p1,Annual,Digital,Y,Medium,N,Y,3,6.0,56.09,75.72080578867835,74.4,2020Q2
1655,USA,p2,Annual,Digital,Y,Medium,N,Y,3,3.0,92.78,77.42867076536146,76.21,2020Q2
1656,India,p1,Annual,Digital,Y,Medium,N,Y,3,3.0,7.85,69.13215532197603,65.64,2020Q2
1657,India,p2,Annual,Digital,Y,Medium,N,Y,3,3.0,11.2,73.11557206264092,70.7,2020Q2
1658,Japan,p1,Annual,Digital,Y,Medium,N,Y,3,5.0,24.78,86.98033234645737,83.21,2020Q2
1659,Japan,p2,Annual,Digital,Y,Medium,N,Y,4,4.0,44.61,84.80617823805021,86.88,2020Q2
1660,USA,p1,Monthly,Digital,Y,Medium,N,Y,3,3.0,68.11,75.21975392427314,68.38,2020Q2
1661,USA,p2,Monthly,Digital,Y,Medium,N,Y,3,4.0,107.52,79.8923965314296,76.47,2020Q2
1662,India,p1,Monthly,Digital,Y,Medium,N,Y,3,4.0,8.52,70.1385625568123,66.47,2020Q2
1663,India,p2,Monthly,Digital,Y,Medium,N,Y,4,3.0,10.2,69.44406376630901,72.79,2020Q2
1664,Japan,p1,Monthly,Digital,Y,Medium,N,Y,3,5.0,25.07,86.07892538975759,82.92,2020Q2
1665,Japan,p2,Monthly,Digital,Y,Medium,N,Y,3,6.0,50.52,77.41089641886695,83.97,2020Q2
1666,Japan,p1,Bi-annual,Digital,Y,Medium,N,Y,3,5.0,20.29,90.1650907568762,91.2,2020Q2
1667,Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,4,7.0,35.68,85.58581644699431,97.31,2020Q2
1668,USA,p1,Annual,Offline,N,Medium,N,Y,3,5.0,27.18,73.61618620355327,73.31,2020Q2
1669,USA,p2,Annual,Offline,N,Medium,N,Y,4,4.0,41.92,79.8156897280907,78.57,2020Q2
1670,India,p1,Annual,Offline,N,Medium,N,Y,4,3.0,7.41,68.84990924134671,67.58,2020Q2
1671,India,p2,Annual,Offline,N,Medium,N,Y,4,3.0,17.03,69.44039302680653,69.96,2020Q2
1672,Japan,p1,Annual,Offline,N,Medium,N,Y,4,6.0,14.4,83.78110277868045,85.09,2020Q2
1673,Japan,p2,Annual,Offline,N,Medium,N,Y,3,6.0,31.48,81.87023948732171,89.51,2020Q2
1674,USA,p1,Monthly,Offline,N,Medium,N,Y,3,4.0,30.35,71.21082755716665,69.64,2020Q2
1675,USA,p2,Monthly,Offline,N,Medium,N,Y,3,3.0,48.67,74.93765167783562,76.32,2020Q2
1676,India,p1,Monthly,Offline,N,Medium,N,Y,3,5.0,5.78,71.05008845220895,67.71,2020Q2
1677,India,p2,Monthly,Offline,N,Medium,N,Y,3,4.0,18.6,74.49437686057047,68.89,2020Q2
1678,Japan,p1,Monthly,Offline,N,Medium,N,Y,5,6.0,17.54,86.88144773026467,82.95,2020Q2
1679,Japan,p2,Monthly,Offline,N,Medium,N,Y,3,5.0,36.22,82.32580795417738,86.27,2020Q2
1680,Japan,p1,Bi-annual,Offline,N,Medium,N,Y,3,6.0,13.41,82.8169903837555,85.58,2020Q2
1681,Japan,p2,Bi-annual,Offline,N,Medium,N,Y,3,5.0,26.99,90.5321153750706,91.5,2020Q2
1682,USA,p1,Annual,Digital,N,Medium,N,Y,5,4.0,27.49,73.0288828853268,69.5,2020Q2
1683,USA,p2,Annual,Digital,N,Medium,N,Y,3,6.0,38.57,77.76775432895178,78.92,2020Q2
1684,India,p1,Annual,Digital,N,Medium,N,Y,3,5.0,5.5,67.05956435069426,66.2,2020Q2
1685,India,p2,Annual,Digital,N,Medium,N,Y,4,2.0,14.77,70.5918347722739,69.22,2020Q2
1686,Japan,p1,Annual,Digital,N,Medium,N,Y,4,5.0,14.44,81.32405271176647,82.55,2020Q2
1687,Japan,p2,Annual,Digital,N,Medium,N,Y,4,6.0,29.91,87.11672896389518,88.08,2020Q2
1688,USA,p1,Monthly,Digital,N,Medium,N,Y,3,4.0,27.41,72.1404655913146,71.58,2020Q2
1689,USA,p2,Monthly,Digital,N,Medium,N,Y,4,3.0,48.48,73.80458950472195,73.51,2020Q2
1690,India,p1,Monthly,Digital,N,Medium,N,Y,3,3.0,9.91,61.72440604459989,60.08,2020Q2
1691,India,p2,Monthly,Digital,N,Medium,N,Y,3,3.0,16.24,70.38419957794162,68.25,2020Q2
1692,Japan,p1,Monthly,Digital,N,Medium,N,Y,3,5.0,16.259999999999998,76.54743713314282,78.23,2020Q2
1693,Japan,p2,Monthly,Digital,N,Medium,N,Y,3,6.0,38.760000000000005,75.20483450322233,81.73,2020Q2
1694,Japan,p1,Bi-annual,Digital,N,Medium,N,Y,3,4.0,14.73,84.38708509714776,86.26,2020Q2
1695,Japan,p2,Bi-annual,Digital,N,Medium,N,Y,4,7.0,27.55,92.26066175375664,90.94,2020Q2
1696,USA,p1,Annual,Offline,Y,Medium,N,Y,2,4.0,54.28,75.86756979024314,75.71,2020Q2
1697,USA,p2,Annual,Offline,Y,Medium,N,Y,2,7.0,90.82,75.54627500413451,78.67,2020Q2
1698,India,p1,Annual,Offline,Y,Medium,N,Y,1,3.0,9.5,72.59293756376682,70.99,2020Q2
1699,India,p2,Annual,Offline,Y,Medium,N,Y,2,5.0,7.44,80.14510019309817,77.46,2020Q2
1700,Japan,p1,Annual,Offline,Y,Medium,N,Y,2,6.0,21.77,81.65578616543601,86.72,2020Q2
1701,Japan,p2,Annual,Offline,Y,Medium,N,Y,2,4.0,43.96,85.42130752276562,90.53,2020Q2
1702,USA,p1,Monthly,Offline,Y,Medium,N,Y,2,4.0,64.03999999999999,71.7879812529218,73.95,2020Q2
1703,USA,p2,Monthly,Offline,Y,Medium,N,Y,1,5.0,110.0,70.84457749805253,73.07,2020Q2
1704,India,p1,Monthly,Offline,Y,Medium,N,Y,2,4.0,12.02,72.36325058754736,65.97,2020Q2
1705,India,p2,Monthly,Offline,Y,Medium,N,Y,1,4.0,10.09,72.6144732917507,74.9,2020Q2
1706,Japan,p1,Monthly,Offline,Y,Medium,N,Y,2,5.0,27.21,84.99152577416291,82.78,2020Q2
1707,Japan,p2,Monthly,Offline,Y,Medium,N,Y,2,6.0,47.24,92.7406299188078,91.75,2020Q2
1708,Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,1,6.0,18.75,90.37643992021312,89.24,2020Q2
1709,Japan,p2,Bi-annual,Offline,Y,Medium,N,Y,3,5.0,36.07,93.5392590145904,93.92,2020Q2
1710,USA,p1,Annual,Digital,Y,Medium,N,Y,3,5.0,52.99,75.84251301383452,77.5,2020Q2
1711,USA,p2,Annual,Digital,Y,Medium,N,Y,1,5.0,92.29,73.96861812387141,74.7,2020Q2
1712,India,p1,Annual,Digital,Y,Medium,N,Y,1,4.0,11.93,57.741371643588096,58.56,2020Q2
1713,India,p2,Annual,Digital,Y,Medium,N,Y,2,4.0,8.31,71.00589775695153,72.59,2020Q2
1714,Japan,p1,Annual,Digital,Y,Medium,N,Y,1,5.0,22.43,81.78818170118808,85.06,2020Q2
1715,Japan,p2,Annual,Digital,Y,Medium,N,Y,2,5.0,41.82,88.79640443788443,89.67,2020Q2
1716,USA,p1,Monthly,Digital,Y,Medium,N,Y,1,4.0,67.97,67.22748112270631,67.52,2020Q2
1717,USA,p2,Monthly,Digital,Y,Medium,N,Y,1,5.0,106.74,78.37451933074159,76.75,2020Q2
1718,India,p1,Monthly,Digital,Y,Medium,N,Y,0,5.0,9.53,70.18350392424979,65.46,2020Q2
1719,India,p2,Monthly,Digital,Y,Medium,N,Y,1,5.0,12.74,76.16572260780843,68.25,2020Q2
1720,Japan,p1,Monthly,Digital,Y,Medium,N,Y,2,3.0,30.4,74.93461244380487,74.59,2020Q2
1721,Japan,p2,Monthly,Digital,Y,Medium,N,Y,1,6.0,50.56,78.60188714672884,82.93,2020Q2
1722,Japan,p1,Bi-annual,Digital,Y,Medium,N,Y,1,6.0,20.47,93.32389920196484,90.52,2020Q2
1723,Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,1,6.0,37.42,93.75619082349488,95.57,2020Q2
1724,USA,p1,Annual,Offline,N,Medium,N,Y,2,5.0,23.84,78.34394168062812,75.65,2020Q2
1725,USA,p2,Annual,Offline,N,Medium,N,Y,1,4.0,38.9,77.90572766140818,81.09,2020Q2
1726,India,p1,Annual,Offline,N,Medium,N,Y,2,5.0,5.5,69.32450038385991,69.51,2020Q2
1727,India,p2,Annual,Offline,N,Medium,N,Y,1,3.0,15.82,70.8530502958173,69.17,2020Q2
1728,Japan,p1,Annual,Offline,N,Medium,N,Y,2,6.0,16.76,77.46237875451835,79.73,2020Q2
1729,Japan,p2,Annual,Offline,N,Medium,N,Y,2,3.0,27.21,95.0,92.78,2020Q2
1730,USA,p1,Monthly,Offline,N,Medium,N,Y,2,5.0,31.4,73.80974047817273,68.09,2020Q2
1731,USA,p2,Monthly,Offline,N,Medium,N,Y,1,5.0,49.63,76.87810250627284,75.36,2020Q2
1732,India,p1,Monthly,Offline,N,Medium,N,Y,1,6.0,5.5,67.01063128594892,67.03,2020Q2
1733,India,p2,Monthly,Offline,N,Medium,N,Y,1,5.0,20.9,65.73476715914533,66.09,2020Q2
1734,Japan,p1,Monthly,Offline,N,Medium,N,Y,1,2.0,19.04,80.60326353747459,81.45,2020Q2
1735,Japan,p2,Monthly,Offline,N,Medium,N,Y,1,6.0,38.35,81.07180559548557,82.14,2020Q2
1736,Japan,p1,Bi-annual,Offline,N,Medium,N,Y,1,5.0,11.95,81.90301861159743,84.04,2020Q2
1737,Japan,p2,Bi-annual,Offline,N,Medium,N,Y,1,4.0,24.3,93.80052539686548,93.19,2020Q2
1738,USA,p1,Annual,Digital,N,Medium,N,Y,3,4.0,26.25,69.13134027319826,70.24,2020Q2
1739,USA,p2,Annual,Digital,N,Medium,N,Y,2,3.0,42.73,75.2472386658159,74.76,2020Q2
1740,India,p1,Annual,Digital,N,Medium,N,Y,1,3.0,5.5,71.04545378775276,65.36,2020Q2
1741,India,p2,Annual,Digital,N,Medium,N,Y,2,3.0,17.47,65.2472785387081,66.02,2020Q2
1742,Japan,p1,Annual,Digital,N,Medium,N,Y,2,5.0,16.36,80.7393112189899,80.63,2020Q2
1743,Japan,p2,Annual,Digital,N,Medium,N,Y,1,5.0,32.72,81.62939810650971,83.27,2020Q2
1744,USA,p1,Monthly,Digital,N,Medium,N,Y,1,4.0,28.63,69.67603729626182,67.36,2020Q2
1745,USA,p2,Monthly,Digital,N,Medium,N,Y,1,5.0,46.010000000000005,74.18955112695953,74.98,2020Q2
1746,India,p1,Monthly,Digital,N,Medium,N,Y,2,3.0,5.93,60.36492871034717,63.56,2020Q2
1747,India,p2,Monthly,Digital,N,Medium,N,Y,2,4.0,16.65,67.39561493546049,67.84,2020Q2
1748,Japan,p1,Monthly,Digital,N,Medium,N,Y,1,6.0,17.93,73.94854401456912,75.56,2020Q2
1749,Japan,p2,Monthly,Digital,N,Medium,N,Y,2,5.0,33.77,88.12682304052439,86.22,2020Q2
1750,Japan,p1,Bi-annual,Digital,N,Medium,N,Y,0,6.0,14.92,85.02895328129067,86.07,2020Q2
1751,Japan,p2,Bi-annual,Digital,N,Medium,N,Y,1,5.0,24.83,90.64390190027903,91.66,2020Q2
1752,USA,p1,Annual,Offline,Y,High,N,Y,5,5.0,55.41,80.71645507153585,80.58,2020Q2
1753,USA,p2,Annual,Offline,Y,High,N,Y,4,5.0,90.19,83.39510560192565,83.8,2020Q2
1754,India,p1,Annual,Offline,Y,High,N,Y,4,5.0,7.890000000000001,71.93754763090887,74.6,2020Q2
1755,India,p2,Annual,Offline,Y,High,N,Y,4,5.0,9.76,73.1774968188941,76.64,2020Q2
1756,Japan,p1,Annual,Offline,Y,High,N,Y,5,7.0,22.78,84.65872866764143,89.21,2020Q2
1757,Japan,p2,Annual,Offline,Y,High,N,Y,5,6.0,43.830000000000005,89.32890040461695,93.16,2020Q2
1758,USA,p1,Monthly,Offline,Y,High,N,Y,5,4.0,63.1,74.91095448194955,78.89,2020Q2
1759,USA,p2,Monthly,Offline,Y,High,N,Y,4,3.0,109.27,80.3306159701288,79.72,2020Q2
1760,India,p1,Monthly,Offline,Y,High,N,Y,4,4.0,10.0,80.28874490249619,72.49,2020Q2
1761,India,p2,Monthly,Offline,Y,High,N,Y,5,5.0,13.95,73.2084075097849,73.54,2020Q2
1762,Japan,p1,Monthly,Offline,Y,High,N,Y,5,5.0,28.81,76.45967254263532,84.18,2020Q2
1763,Japan,p2,Monthly,Offline,Y,High,N,Y,5,6.0,47.33,92.5133259306706,93.66,2020Q2
1764,Japan,p1,Bi-annual,Offline,Y,High,N,Y,5,4.0,22.3,86.34548964529574,90.69,2020Q2
1765,Japan,p2,Bi-annual,Offline,Y,High,N,Y,5,5.0,37.03,95.0,96.96,2020Q2
1766,USA,p1,Annual,Digital,Y,High,N,Y,4,4.0,55.29,77.32644698471346,76.7,2020Q2
1767,USA,p2,Annual,Digital,Y,High,N,Y,5,4.0,91.46,75.59280080234967,79.03,2020Q2
1768,India,p1,Annual,Digital,Y,High,N,Y,4,3.0,7.56,71.69022216107703,68.43,2020Q2
1769,India,p2,Annual,Digital,Y,High,N,Y,4,4.0,8.4,75.56444477201762,75.5,2020Q2
1770,Japan,p1,Annual,Digital,Y,High,N,Y,5,7.0,20.79,89.86463023824048,91.2,2020Q2
1771,Japan,p2,Annual,Digital,Y,High,N,Y,5,6.0,39.89,92.3560366064058,95.1,2020Q2
1772,USA,p1,Monthly,Digital,Y,High,N,Y,5,3.0,68.61999999999999,77.83454853026302,69.37,2020Q2
1773,USA,p2,Monthly,Digital,Y,High,N,Y,5,5.0,110.0,75.1633275183037,74.67,2020Q2
1774,India,p1,Monthly,Digital,Y,High,N,Y,5,5.0,9.35,69.71302508202453,68.14,2020Q2
1775,India,p2,Monthly,Digital,Y,High,N,Y,5,6.0,11.17,74.77763219452166,73.82,2020Q2
1776,Japan,p1,Monthly,Digital,Y,High,N,Y,5,5.0,25.59,83.44655382100349,86.4,2020Q2
1777,Japan,p2,Monthly,Digital,Y,High,N,Y,4,5.0,47.48,89.45483689979521,90.51,2020Q2
1778,Japan,p1,Bi-annual,Digital,Y,High,N,Y,5,6.0,22.6,89.29146087227159,90.39,2020Q2
1779,Japan,p2,Bi-annual,Digital,Y,High,N,Y,5,6.0,36.25,95.0,98.24,2020Q2
1780,USA,p1,Annual,Offline,N,High,N,Y,5,5.0,24.76,75.9998196985754,78.23,2020Q2
1781,USA,p2,Annual,Offline,N,High,N,Y,5,4.0,37.49,88.32289854929185,85.0,2020Q2
1782,India,p1,Annual,Offline,N,High,N,Y,4,4.0,5.5,73.26409371696552,74.01,2020Q2
1783,India,p2,Annual,Offline,N,High,N,Y,4,4.0,17.92,70.62954413054638,72.57,2020Q2
1784,Japan,p1,Annual,Offline,N,High,N,Y,4,6.0,17.39,84.91501941670094,83.6,2020Q2
1785,Japan,p2,Annual,Offline,N,High,N,Y,4,6.0,32.18,89.59979531378306,90.31,2020Q2
1786,USA,p1,Monthly,Offline,N,High,N,Y,5,5.0,29.3,74.68336324759292,73.19,2020Q2
1787,USA,p2,Monthly,Offline,N,High,N,Y,5,6.0,49.190000000000005,79.4847230680387,77.8,2020Q2
1788,India,p1,Monthly,Offline,N,High,N,Y,5,6.0,5.5,73.15076311546365,73.28,2020Q2
1789,India,p2,Monthly,Offline,N,High,N,Y,5,5.0,18.0,75.16329549578897,72.99,2020Q2
1790,Japan,p1,Monthly,Offline,N,High,N,Y,5,6.0,15.669999999999998,87.55033080889355,86.32,2020Q2
1791,Japan,p2,Monthly,Offline,N,High,N,Y,5,3.0,37.39,88.24553859335069,86.6,2020Q2
1792,Japan,p1,Bi-annual,Offline,N,High,N,Y,5,4.0,13.11,86.64744996910157,88.38,2020Q2
1793,Japan,p2,Bi-annual,Offline,N,High,N,Y,5,7.0,25.95,92.33407103477349,94.54,2020Q2
1794,USA,p1,Annual,Digital,N,High,N,Y,4,5.0,26.5,71.38937519360954,74.49,2020Q2
1795,USA,p2,Annual,Digital,N,High,N,Y,5,8.0,38.57,78.95703993917303,82.42,2020Q2
1796,India,p1,Annual,Digital,N,High,N,Y,5,3.0,5.9,67.9197975591617,65.09,2020Q2
1797,India,p2,Annual,Digital,N,High,N,Y,5,4.0,12.03,74.69609135044541,73.46,2020Q2
1798,Japan,p1,Annual,Digital,N,High,N,Y,4,5.0,12.02,85.59955884661414,87.47,2020Q2
1799,Japan,p2,Annual,Digital,N,High,N,Y,5,6.0,30.4,87.99051755021077,89.59,2020Q2
1800,USA,p1,Monthly,Digital,N,High,N,Y,5,5.0,29.11,74.50353251466058,73.88,2020Q2
1801,USA,p2,Monthly,Digital,N,High,N,Y,4,4.0,47.24,82.58561279068451,78.25,2020Q2
1802,India,p1,Monthly,Digital,N,High,N,Y,5,3.0,6.18,68.7321195254547,64.81,2020Q2
1803,India,p2,Monthly,Digital,N,High,N,Y,4,3.0,16.84,71.03175024410605,69.15,2020Q2
1804,Japan,p1,Monthly,Digital,N,High,N,Y,4,4.0,16.02,78.70478062977436,80.97,2020Q2
1805,Japan,p2,Monthly,Digital,N,High,N,Y,3,5.0,38.86,83.23614977447444,84.13,2020Q2
1806,Japan,p1,Bi-annual,Digital,N,High,N,Y,5,5.0,15.14,93.24135890888896,89.85,2020Q2
1807,Japan,p2,Bi-annual,Digital,N,High,N,Y,4,7.0,29.82,95.0,92.17,2020Q2
1808,USA,p1,Annual,Offline,Y,High,N,Y,4,6.0,55.14,81.13886369194583,77.85,2020Q2
1809,USA,p2,Annual,Offline,Y,High,N,Y,3,4.0,88.42,85.74068248292122,82.57,2020Q2
1810,India,p1,Annual,Offline,Y,High,N,Y,3,3.0,9.4,74.75616688180833,72.59,2020Q2
1811,India,p2,Annual,Offline,Y,High,N,Y,3,5.0,10.44,73.09707069236737,76.46,2020Q2
1812,Japan,p1,Annual,Offline,Y,High,N,Y,3,5.0,22.99,90.2231266676089,89.5,2020Q2
1813,Japan,p2,Annual,Offline,Y,High,N,Y,4,5.0,41.57,91.09511675760454,95.42,2020Q2
1814,USA,p1,Monthly,Offline,Y,High,N,Y,3,3.0,64.5,72.17307694000561,74.49,2020Q2
1815,USA,p2,Monthly,Offline,Y,High,N,Y,2,6.0,105.33,82.26973179472537,80.66,2020Q2
1816,India,p1,Monthly,Offline,Y,High,N,Y,3,4.0,12.35,72.75011091425526,69.64,2020Q2
1817,India,p2,Monthly,Offline,Y,High,N,Y,3,4.0,11.5,80.42359181614339,76.49,2020Q2
1818,Japan,p1,Monthly,Offline,Y,High,N,Y,5,4.0,26.14,87.7839783148146,87.35,2020Q2
1819,Japan,p2,Monthly,Offline,Y,High,N,Y,3,5.0,50.05,92.68592078490408,90.94,2020Q2
1820,Japan,p1,Bi-annual,Offline,Y,High,N,Y,3,6.0,20.27,86.94418021070074,89.72,2020Q2
1821,Japan,p2,Bi-annual,Offline,Y,High,N,Y,3,6.0,40.49,85.12843126357872,90.5,2020Q2
1822,USA,p1,Annual,Digital,Y,High,N,Y,3,6.0,52.3,80.5818149582248,79.19,2020Q2
1823,USA,p2,Annual,Digital,Y,High,N,Y,3,4.0,89.25999999999999,80.49235099777731,81.73,2020Q2
1824,India,p1,Annual,Digital,Y,High,N,Y,3,4.0,9.48,63.08517875465976,67.01,2020Q2
1825,India,p2,Annual,Digital,Y,High,N,Y,3,4.0,10.38,71.02644228756392,73.52,2020Q2
1826,Japan,p1,Annual,Digital,Y,High,N,Y,3,6.0,24.84,87.79532473301741,84.15,2020Q2
1827,Japan,p2,Annual,Digital,Y,High,N,Y,4,4.0,44.35,87.98344411966919,87.64,2020Q2
1828,USA,p1,Monthly,Digital,Y,High,N,Y,2,3.0,65.82,72.24849426211831,71.67,2020Q2
1829,USA,p2,Monthly,Digital,Y,High,N,Y,3,4.0,105.58,81.62763960917898,80.41,2020Q2
1830,India,p1,Monthly,Digital,Y,High,N,Y,3,3.0,12.85,68.82418280253358,65.14,2020Q2
1831,India,p2,Monthly,Digital,Y,High,N,Y,3,3.0,12.92,70.40828179856511,72.07,2020Q2
1832,Japan,p1,Monthly,Digital,Y,High,N,Y,3,6.0,29.2,78.35711601403824,79.79,2020Q2
1833,Japan,p2,Monthly,Digital,Y,High,N,Y,3,3.0,49.13,81.62708284873085,85.86,2020Q2
1834,Japan,p1,Bi-annual,Digital,Y,High,N,Y,3,6.0,19.15,91.51186173986385,93.34,2020Q2
1835,Japan,p2,Bi-annual,Digital,Y,High,N,Y,3,6.0,37.02,92.31319419537294,97.97,2020Q2
1836,USA,p1,Annual,Offline,N,High,N,Y,4,7.0,25.27,79.5896615745131,78.22,2020Q2
1837,USA,p2,Annual,Offline,N,High,N,Y,4,6.0,42.74,82.94172546418423,79.75,2020Q2
1838,India,p1,Annual,Offline,N,High,N,Y,4,3.0,8.49,68.39335632859691,67.5,2020Q2
1839,India,p2,Annual,Offline,N,High,N,Y,4,5.0,16.23,69.95457407061942,71.26,2020Q2
1840,Japan,p1,Annual,Offline,N,High,N,Y,3,5.0,17.18,82.50350288695299,83.31,2020Q2
1841,Japan,p2,Annual,Offline,N,High,N,Y,4,5.0,28.36,94.42222886678624,94.63,2020Q2
1842,USA,p1,Monthly,Offline,N,High,N,Y,3,4.0,31.8,71.16943024381855,71.19,2020Q2
1843,USA,p2,Monthly,Offline,N,High,N,Y,3,6.0,49.42,76.4994307332533,77.57,2020Q2
1844,India,p1,Monthly,Offline,N,High,N,Y,3,3.0,5.5,69.82908290318042,69.33,2020Q2
1845,India,p2,Monthly,Offline,N,High,N,Y,4,6.0,15.869999999999996,74.89425974148449,72.12,2020Q2
1846,Japan,p1,Monthly,Offline,N,High,N,Y,4,5.0,17.189999999999998,82.70754282018162,84.3,2020Q2
1847,Japan,p2,Monthly,Offline,N,High,N,Y,3,4.0,35.09,86.38162494832946,89.4,2020Q2
1848,Japan,p1,Bi-annual,Offline,N,High,N,Y,4,5.0,11.15,85.1085671009587,90.84,2020Q2
1849,Japan,p2,Bi-annual,Offline,N,High,N,Y,2,6.0,25.01,95.0,95.48,2020Q2
1850,USA,p1,Annual,Digital,N,High,N,Y,4,6.0,25.94,75.39490348309806,72.05,2020Q2
1851,USA,p2,Annual,Digital,N,High,N,Y,3,5.0,42.67,81.82916978143749,75.32,2020Q2
1852,India,p1,Annual,Digital,N,High,N,Y,3,5.0,5.5,69.93350563135132,65.97,2020Q2
1853,India,p2,Annual,Digital,N,High,N,Y,4,4.0,12.65,75.71547815200127,73.34,2020Q2
1854,Japan,p1,Annual,Digital,N,High,N,Y,4,5.0,16.7,82.0473913513898,83.29,2020Q2
1855,Japan,p2,Annual,Digital,N,High,N,Y,5,8.0,29.92,90.92378328029068,90.07,2020Q2
1856,USA,p1,Monthly,Digital,N,High,N,Y,3,4.0,30.66,69.36833915927369,69.33,2020Q2
1857,USA,p2,Monthly,Digital,N,High,N,Y,3,4.0,50.38,74.90613903293266,72.11,2020Q2
1858,India,p1,Monthly,Digital,N,High,N,Y,3,3.0,6.34,67.42330196748824,64.65,2020Q2
1859,India,p2,Monthly,Digital,N,High,N,Y,3,3.0,15.64,71.33527878002911,70.85,2020Q2
1860,Japan,p1,Monthly,Digital,N,High,N,Y,3,6.0,16.889999999999997,86.91294766595104,80.6,2020Q2
1861,Japan,p2,Monthly,Digital,N,High,N,Y,3,5.0,33.11,85.1927618784191,87.88,2020Q2
1862,Japan,p1,Bi-annual,Digital,N,High,N,Y,3,4.0,14.05,89.62549202377826,87.94,2020Q2
1863,Japan,p2,Bi-annual,Digital,N,High,N,Y,4,5.0,27.5,90.71152339241102,92.99,2020Q2
1864,USA,p1,Annual,Offline,Y,High,N,Y,2,6.0,56.14,74.38382103073866,76.85,2020Q2
1865,USA,p2,Annual,Offline,Y,High,N,Y,2,3.0,91.01,77.77603369178766,78.98,2020Q2
1866,India,p1,Annual,Offline,Y,High,N,Y,1,5.0,7.9,72.83818890613233,73.59,2020Q2
1867,India,p2,Annual,Offline,Y,High,N,Y,1,4.0,10.41,78.71742529112194,76.49,2020Q2
1868,Japan,p1,Annual,Offline,Y,High,N,Y,3,5.0,21.17,91.71256565606436,90.32,2020Q2
1869,Japan,p2,Annual,Offline,Y,High,N,Y,2,5.0,42.92,94.18399228245195,93.57,2020Q2
1870,USA,p1,Monthly,Offline,Y,High,N,Y,2,6.0,66.88,70.91323013957235,72.11,2020Q2
1871,USA,p2,Monthly,Offline,Y,High,N,Y,2,5.0,106.2,76.8854890710208,77.79,2020Q2
1872,India,p1,Monthly,Offline,Y,High,N,Y,2,3.0,8.63,65.83537073358991,69.86,2020Q2
1873,India,p2,Monthly,Offline,Y,High,N,Y,1,5.0,14.67,74.80979014203564,71.32,2020Q2
1874,Japan,p1,Monthly,Offline,Y,High,N,Y,2,6.0,25.07,88.55096489298889,86.92,2020Q2
1875,Japan,p2,Monthly,Offline,Y,High,N,Y,2,6.0,50.82,89.17582860972561,91.17,2020Q2
1876,Japan,p1,Bi-annual,Offline,Y,High,N,Y,1,4.0,22.52,87.04273541892766,87.47,2020Q2
1877,Japan,p2,Bi-annual,Offline,Y,High,N,Y,2,7.0,38.84,85.91275344821476,92.15,2020Q2
1878,USA,p1,Annual,Digital,Y,High,N,Y,2,4.0,57.1,71.06264108117557,73.89,2020Q2
1879,USA,p2,Annual,Digital,Y,High,N,Y,2,5.0,90.78,78.38363455016152,76.71,2020Q2
1880,India,p1,Annual,Digital,Y,High,N,Y,1,5.0,8.31,62.14042758866363,63.18,2020Q2
1881,India,p2,Annual,Digital,Y,High,N,Y,2,5.0,9.38,72.68000800148349,73.52,2020Q2
1882,Japan,p1,Annual,Digital,Y,High,N,Y,1,6.0,21.0,89.49753586244911,89.49,2020Q2
1883,Japan,p2,Annual,Digital,Y,High,N,Y,2,4.0,43.84,88.5195882925799,89.65,2020Q2
1884,USA,p1,Monthly,Digital,Y,High,N,Y,1,6.0,65.61,73.24624452566825,70.88,2020Q2
1885,USA,p2,Monthly,Digital,Y,High,N,Y,1,5.0,107.36,79.39017091358686,76.63,2020Q2
1886,India,p1,Monthly,Digital,Y,High,N,Y,2,3.0,11.89,68.46958830245742,63.6,2020Q2
1887,India,p2,Monthly,Digital,Y,High,N,Y,1,7.0,14.65,69.57189401620606,67.34,2020Q2
1888,Japan,p1,Monthly,Digital,Y,High,N,Y,2,3.0,30.66,79.79369878001154,76.33,2020Q2
1889,Japan,p2,Monthly,Digital,Y,High,N,Y,1,5.0,48.96,87.08670720624241,87.53,2020Q2
1890,Japan,p1,Bi-annual,Digital,Y,High,N,Y,1,7.0,19.38,90.20210492441078,93.61,2020Q2
1891,Japan,p2,Bi-annual,Digital,Y,High,N,Y,1,7.0,39.24,94.97410513920084,94.75,2020Q2
